"day","location","date","month","year","hour","min","FAMILYOFFENSES"
7,4,10,8,2014,11,30,0
5,2,9,9,2011,21,0,0
4,8,13,7,2006,8,0,0
5,6,12,2,2010,0,1,0
5,1,12,8,2011,16,2,0
6,8,1,12,2012,17,10,0
7,10,4,12,2005,21,20,0
6,3,3,10,2009,16,55,0
6,5,24,1,2015,18,45,0
2,6,13,5,2003,15,0,0
1,3,11,5,2015,12,0,0
1,6,11,5,2015,20,0,0
7,2,10,8,2008,16,35,0
5,5,29,10,2004,18,30,0
6,4,30,5,2009,0,26,0
6,5,9,4,2005,15,50,0
6,10,8,4,2006,8,30,0
2,5,29,11,2011,19,30,0
6,7,31,5,2008,16,40,0
5,6,27,6,2003,20,47,0
1,6,16,4,2007,0,30,0
1,4,17,9,2007,6,53,0
5,1,27,7,2012,22,0,0
3,4,14,7,2010,17,0,0
2,4,12,6,2007,19,54,0
1,5,30,3,2009,7,0,0
2,5,14,4,2009,23,40,0
2,2,4,3,2008,23,18,0
4,6,30,4,2015,23,0,0
1,1,16,5,2005,15,30,0
6,5,11,2,2006,3,0,0
3,5,17,9,2003,12,35,0
2,9,31,3,2009,0,20,0
1,9,3,2,2014,20,7,0
4,4,6,9,2007,20,42,0
1,1,23,1,2006,15,0,0
1,5,25,11,2013,8,58,0
2,5,27,11,2012,22,0,0
4,8,7,3,2013,0,1,0
7,4,29,11,2009,22,56,0
1,10,26,10,2009,23,7,0
2,2,22,2,2005,14,11,0
5,3,29,7,2011,7,30,0
5,1,17,10,2003,19,15,0
5,5,16,12,2005,16,30,0
6,6,5,10,2013,17,0,0
4,10,21,10,2010,22,0,0
3,10,15,4,2015,9,45,0
4,9,7,2,2008,21,0,0
1,3,23,6,2008,15,37,0
1,5,23,1,2006,14,15,0
3,4,17,4,2013,21,10,0
2,6,14,10,2014,9,18,0
7,1,22,9,2013,12,8,0
6,8,4,9,2004,15,30,0
6,8,27,7,2013,10,0,0
1,10,18,2,2008,12,53,0
2,3,3,5,2005,22,0,0
5,3,11,1,2008,12,55,0
7,3,31,7,2011,21,30,0
5,5,11,8,2006,2,21,0
1,1,26,5,2008,5,29,0
5,1,23,3,2012,9,0,0
7,2,30,5,2004,0,43,0
3,9,25,1,2012,19,0,0
3,8,16,11,2005,18,30,0
4,10,1,5,2014,14,45,0
1,9,3,3,2014,18,0,0
4,4,23,2,2006,9,0,0
3,3,13,5,2009,16,28,0
3,3,31,3,2004,21,0,0
7,8,6,5,2012,11,5,0
5,7,12,12,2008,12,20,0
2,3,1,4,2008,8,55,0
5,8,3,11,2006,11,5,0
2,8,25,11,2014,2,50,0
3,5,21,7,2004,10,30,0
4,10,12,1,2012,16,12,0
7,5,12,3,2006,18,0,0
1,6,1,4,2013,7,50,0
4,8,22,4,2010,16,6,0
2,2,27,7,2010,17,3,0
7,1,1,1,2006,0,1,0
2,2,24,6,2003,4,50,0
4,3,5,3,2015,15,45,0
7,2,5,12,2010,13,39,0
5,4,12,2,2010,9,0,0
7,4,19,4,2009,12,50,0
3,5,11,7,2012,16,0,0
5,9,4,4,2014,15,30,0
6,6,24,8,2013,10,57,0
4,9,11,8,2005,18,0,0
7,7,7,9,2008,13,40,0
6,5,15,11,2008,10,0,0
2,1,4,10,2011,22,0,0
6,1,14,11,2009,10,3,0
5,1,29,11,2013,9,45,0
4,7,16,4,2009,2,12,0
6,2,18,10,2003,15,8,0
7,4,4,4,2004,14,0,0
2,4,28,9,2004,20,0,0
5,2,2,5,2003,9,0,0
5,6,15,6,2012,22,0,0
7,5,19,6,2005,22,0,0
4,1,8,3,2012,16,17,0
1,4,7,7,2008,0,11,0
7,6,24,10,2010,1,55,0
6,8,27,8,2011,22,2,0
4,1,28,6,2012,0,1,0
2,7,19,2,2008,23,30,0
3,2,3,3,2004,12,0,0
6,3,20,4,2013,2,11,0
5,5,3,4,2009,17,30,0
1,1,10,12,2007,6,30,0
3,8,9,7,2008,14,2,0
2,10,10,12,2013,16,34,0
7,3,25,2,2007,14,17,0
6,10,27,3,2010,13,0,0
5,4,16,5,2014,16,0,0
1,9,29,9,2003,10,45,0
2,10,1,4,2008,12,40,0
5,5,24,9,2010,21,3,0
1,2,30,8,2004,13,55,0
5,3,6,4,2012,17,5,0
5,10,8,3,2013,14,57,0
6,5,5,4,2008,12,0,0
1,4,2,3,2009,2,25,0
6,8,2,7,2005,18,15,0
6,3,13,8,2011,16,3,0
3,1,8,9,2010,23,0,0
7,2,30,7,2006,17,25,0
2,5,6,9,2011,5,56,0
7,9,9,2,2003,9,0,0
1,3,4,9,2006,23,15,0
1,8,26,4,2004,15,0,0
5,10,31,10,2014,0,45,0
6,3,2,5,2009,15,15,0
2,10,22,1,2008,16,50,0
7,4,10,8,2014,0,55,0
5,3,14,1,2011,8,0,0
4,6,8,7,2004,12,0,0
3,10,22,9,2010,11,40,0
2,4,21,9,2010,0,1,0
2,9,3,2,2004,15,0,0
5,8,15,6,2012,17,0,0
1,1,29,3,2004,10,18,0
1,2,19,8,2013,22,44,0
4,5,30,6,2005,12,20,0
3,2,23,3,2005,17,30,0
7,9,14,6,2009,22,51,0
5,10,20,2,2004,15,39,0
1,2,19,8,2013,23,48,0
1,6,23,7,2012,21,45,0
4,2,19,8,2004,12,45,0
5,8,22,8,2008,17,15,0
4,1,7,8,2014,4,50,0
3,5,10,2,2010,20,56,0
7,8,6,10,2013,5,27,0
6,2,28,7,2012,19,15,0
6,9,19,9,2009,18,30,0
3,2,28,6,2006,9,0,0
5,10,15,10,2004,22,30,0
3,10,19,2,2014,20,1,0
2,1,11,1,2011,1,20,0
1,10,10,11,2003,18,15,0
4,5,25,12,2003,22,15,0
3,6,27,10,2004,2,47,0
7,6,8,9,2013,18,0,0
2,5,22,7,2003,18,30,0
2,2,5,3,2013,14,11,0
1,3,4,9,2006,23,42,0
4,6,20,9,2007,21,46,0
3,5,26,11,2014,8,4,0
6,9,1,11,2003,6,0,0
5,8,1,6,2012,9,45,0
7,10,1,11,2009,11,0,0
5,4,10,1,2014,22,53,0
6,9,18,6,2005,13,0,0
2,2,1,6,2010,21,0,0
7,9,5,6,2011,12,0,0
6,7,17,12,2011,2,18,0
7,1,9,8,2009,21,0,0
4,10,6,3,2014,10,0,0
2,3,8,7,2008,18,15,0
3,6,1,4,2009,13,0,0
3,2,12,11,2014,8,24,0
2,6,13,6,2006,18,17,0
7,8,23,10,2011,3,54,0
1,10,8,12,2003,12,0,0
3,8,4,4,2012,14,46,0
7,1,1,11,2009,11,27,0
6,4,30,5,2009,0,26,0
7,8,21,9,2014,17,50,0
5,5,7,2,2003,18,34,0
4,2,29,5,2003,12,53,0
4,6,27,11,2014,2,21,0
6,10,3,11,2012,16,25,0
6,1,1,11,2014,17,10,0
6,2,8,10,2011,16,49,0
4,4,28,7,2011,15,0,0
1,5,11,7,2005,21,30,0
2,5,4,3,2003,21,0,0
1,8,16,4,2007,1,0,0
4,4,6,3,2014,12,20,0
2,2,13,11,2007,20,30,0
5,4,10,2,2012,16,0,0
5,9,4,11,2011,15,30,0
2,4,12,1,2010,16,59,0
6,7,14,8,2010,19,57,0
5,8,15,5,2009,17,30,0
3,4,29,12,2010,12,34,0
4,9,8,1,2004,8,30,0
3,5,21,8,2013,9,14,0
4,4,17,4,2014,14,50,0
7,3,18,11,2007,11,30,0
6,10,1,7,2006,8,0,0
2,8,19,8,2003,15,30,0
7,2,27,2,2005,1,0,0
3,3,23,7,2008,18,45,0
1,2,22,12,2003,14,30,0
1,8,30,9,2013,16,33,0
2,1,17,2,2015,20,50,0
4,8,11,8,2005,22,6,0
2,7,12,7,2011,14,30,0
6,7,11,2,2006,1,55,0
3,5,17,10,2012,15,9,0
4,10,20,2,2014,12,0,0
4,5,29,6,2006,4,59,0
2,4,13,5,2014,15,0,0
7,1,14,12,2008,23,33,0
2,7,29,4,2014,10,0,0
2,2,6,3,2012,9,15,0
7,10,13,7,2008,15,8,0
5,5,25,7,2014,8,0,0
1,10,27,10,2008,10,27,0
2,4,11,12,2007,7,20,0
7,1,11,9,2005,19,0,0
5,9,20,9,2013,16,30,0
5,8,27,6,2008,4,0,0
6,1,18,6,2011,9,0,0
7,6,13,2,2005,14,40,0
7,9,13,6,2004,16,45,0
1,5,11,7,2005,22,0,0
3,4,16,4,2014,15,30,0
6,2,28,6,2003,15,59,0
5,5,22,3,2013,10,28,0
4,4,16,4,2015,0,1,0
2,6,11,11,2014,17,30,0
2,4,14,11,2006,15,0,0
4,5,18,9,2014,18,31,0
6,8,17,12,2011,21,0,0
6,4,9,8,2014,20,30,0
4,3,8,3,2012,8,0,0
6,8,28,6,2014,12,0,0
7,2,30,12,2012,0,1,0
1,8,11,5,2015,19,45,0
6,7,12,1,2013,10,15,0
5,2,7,8,2009,15,0,0
5,8,18,4,2008,23,0,0
1,1,4,4,2005,3,30,0
1,9,6,7,2009,16,39,0
2,9,29,4,2008,0,1,0
5,1,26,12,2008,16,35,0
6,2,30,5,2009,16,32,0
4,2,15,11,2007,15,40,0
3,10,7,9,2005,23,39,0
1,8,25,7,2005,20,30,0
4,9,11,8,2011,15,40,0
5,6,4,10,2013,22,0,0
6,8,19,4,2008,21,55,0
1,9,22,8,2011,23,15,0
4,6,3,4,2003,11,30,0
2,3,4,9,2007,19,30,0
7,2,1,7,2007,0,46,0
2,4,19,8,2008,22,0,0
6,2,15,1,2005,11,0,0
3,9,13,7,2005,8,30,0
7,4,22,10,2006,15,23,0
3,10,4,5,2011,5,49,0
4,2,7,10,2010,20,0,0
2,5,16,3,2004,8,0,0
3,3,1,6,2005,21,10,0
3,5,29,10,2014,4,56,0
5,7,23,1,2015,13,0,0
6,3,11,9,2010,22,28,0
7,6,4,11,2012,19,0,0
6,9,28,6,2003,18,40,0
4,4,26,8,2010,0,41,0
2,2,7,1,2003,10,0,0
6,3,7,2,2004,23,8,0
3,2,26,6,2013,11,14,0
6,6,23,2,2008,16,10,0
5,5,28,5,2004,22,30,0
6,10,15,1,2011,14,45,0
1,6,16,4,2012,9,0,0
4,10,3,4,2003,12,35,0
5,3,18,10,2013,3,6,0
6,8,9,8,2008,22,30,0
6,10,23,8,2003,21,20,0
5,9,1,7,2005,18,45,0
4,4,16,12,2010,1,55,0
5,7,12,8,2011,1,25,0
6,4,19,4,2008,5,0,0
4,8,8,3,2007,17,15,0
6,1,25,1,2003,21,5,0
5,9,4,10,2013,12,0,0
5,6,24,8,2007,12,29,0
7,5,13,12,2009,19,0,0
7,1,22,4,2012,18,30,0
6,5,23,2,2008,16,25,0
3,8,16,4,2014,23,5,0
3,6,7,2,2007,7,0,0
3,8,26,5,2004,16,38,0
4,2,4,9,2014,15,7,0
4,6,29,7,2010,19,22,0
6,1,14,6,2014,17,0,0
5,2,7,2,2003,4,0,0
6,8,7,8,2004,11,35,0
3,2,1,10,2008,18,25,0
1,2,7,7,2003,21,30,0
2,7,17,8,2004,11,30,0
5,3,12,12,2014,16,0,0
7,3,17,7,2005,21,0,0
4,3,29,11,2012,19,37,0
5,6,20,9,2013,12,0,0
4,4,5,2,2015,6,50,0
1,5,27,10,2003,7,10,0
6,2,12,7,2003,15,0,0
1,7,3,5,2010,15,0,0
6,9,12,8,2006,11,0,0
5,9,26,7,2013,8,0,0
2,2,2,9,2014,18,29,0
7,6,19,10,2003,16,58,0
6,5,26,7,2003,1,0,0
2,6,29,4,2014,18,30,0
2,8,15,4,2014,20,35,0
7,8,24,2,2008,9,0,0
7,3,22,2,2015,19,58,0
7,5,24,2,2013,3,0,0
5,10,1,6,2007,19,0,0
4,1,17,5,2012,15,0,0
2,4,4,9,2012,18,10,0
6,5,4,6,2011,2,10,0
6,8,21,3,2015,0,1,0
1,2,7,3,2011,7,42,0
7,8,15,12,2013,11,30,0
2,2,27,6,2006,0,57,0
2,10,11,12,2007,15,50,0
5,1,6,2,2004,19,26,0
3,3,2,11,2011,11,0,0
5,2,30,5,2003,16,0,0
2,7,24,7,2012,7,0,0
2,1,17,10,2006,12,50,0
5,2,6,3,2015,20,57,0
3,1,30,9,2009,17,30,0
1,4,2,8,2004,14,0,0
5,6,11,7,2008,19,30,0
5,5,28,12,2012,15,30,0
5,4,20,10,2006,18,45,0
3,5,29,4,2009,0,5,0
4,10,1,12,2005,19,5,0
7,2,22,9,2013,19,0,0
6,3,11,2,2006,19,30,0
5,5,25,7,2014,6,0,0
2,4,11,1,2005,19,0,0
7,2,18,4,2004,1,0,0
6,5,12,2,2011,20,20,0
4,5,11,11,2004,19,20,0
2,9,21,3,2006,16,34,0
4,5,8,7,2004,17,10,0
5,3,8,10,2010,23,0,0
2,6,18,3,2008,16,44,0
1,2,7,2,2011,14,20,0
4,5,15,5,2008,21,3,0
3,4,20,2,2013,15,13,0
4,10,26,6,2008,10,16,0
2,2,23,2,2010,15,30,0
2,2,19,4,2005,17,28,0
4,1,21,9,2006,4,0,0
3,5,22,8,2012,17,30,0
5,2,7,3,2003,10,50,0
2,10,29,5,2012,6,14,0
7,8,1,11,2009,1,10,0
2,5,26,1,2010,14,25,0
4,7,26,6,2014,0,1,0
3,5,21,1,2004,10,47,0
1,2,4,2,2008,18,56,0
4,6,9,8,2012,18,55,0
4,3,6,5,2010,11,35,0
4,2,16,4,2015,21,19,0
2,1,19,8,2014,14,20,0
1,10,17,10,2005,10,10,0
6,5,5,11,2005,1,15,0
6,5,12,7,2003,11,0,0
6,5,25,2,2006,19,0,0
1,10,22,2,2010,11,54,0
4,9,5,4,2007,2,30,0
6,5,17,12,2011,8,56,0
4,3,10,7,2008,19,0,0
4,7,27,1,2011,20,30,0
4,8,19,5,2005,17,9,0
3,2,27,7,2011,13,30,0
7,6,22,8,2004,20,0,0
6,10,25,1,2014,16,45,0
1,8,23,8,2010,23,45,0
5,2,18,11,2011,20,2,0
4,2,27,11,2014,10,30,0
5,4,23,4,2010,11,30,0
2,3,13,4,2004,10,50,0
5,5,20,2,2015,0,1,0
2,6,17,2,2015,18,30,0
7,4,25,3,2012,16,25,0
6,10,6,4,2013,18,30,0
7,5,26,2,2006,1,35,0
3,5,27,5,2009,23,0,0
3,4,30,9,2009,13,59,0
4,9,5,10,2006,23,0,0
2,1,27,12,2011,15,30,0
7,2,29,6,2003,21,0,0
2,3,17,5,2011,13,15,0
3,9,16,5,2007,21,20,0
1,9,24,12,2012,11,50,0
3,1,28,5,2014,18,0,0
4,4,28,5,2009,15,0,0
4,10,17,5,2007,16,6,0
2,6,8,8,2006,12,0,0
1,9,10,1,2011,19,0,0
5,4,28,11,2008,15,0,0
2,2,2,9,2008,23,12,0
5,8,8,3,2013,3,35,0
7,1,27,7,2003,14,15,0
3,5,17,4,2013,3,0,0
5,10,26,12,2014,17,9,0
7,5,1,8,2010,22,0,0
6,2,1,11,2008,23,15,0
2,5,5,8,2008,13,15,0
7,1,5,12,2010,0,45,0
7,2,23,2,2014,16,27,0
3,3,18,2,2015,23,30,0
5,2,9,3,2012,18,30,0
6,7,1,6,2013,21,0,0
2,2,29,9,2009,20,30,0
7,9,25,2,2007,16,0,0
1,5,16,10,2006,15,0,0
1,8,11,11,2013,18,0,0
3,2,20,3,2013,12,50,0
2,3,29,5,2007,9,0,0
6,10,3,4,2004,17,28,0
1,2,18,8,2003,17,45,0
1,10,2,3,2009,8,11,0
4,10,13,5,2004,17,0,0
7,7,12,8,2007,0,25,0
3,1,17,4,2013,12,0,0
1,3,12,4,2004,17,50,0
4,5,23,12,2004,17,36,0
5,3,6,5,2005,22,14,0
5,8,23,2,2007,14,54,0
7,3,4,11,2007,20,15,0
1,10,7,8,2006,7,30,0
5,5,9,1,2015,6,50,0
7,3,12,9,2010,18,30,0
1,10,21,6,2004,14,33,0
3,7,6,2,2013,12,0,0
7,8,11,9,2005,15,0,0
1,4,18,8,2008,22,11,0
1,9,21,1,2008,17,36,0
6,10,30,7,2011,20,0,0
4,7,8,4,2010,23,0,0
1,4,18,9,2006,23,0,0
5,1,14,11,2003,8,21,0
3,4,4,9,2013,17,49,0
6,2,21,8,2004,18,0,0
2,3,12,1,2010,8,35,0
3,5,5,9,2007,7,52,0
2,3,18,10,2005,12,18,0
5,2,16,12,2011,16,55,0
4,3,25,12,2008,9,0,0
5,8,30,7,2010,23,30,0
6,2,20,9,2003,1,30,0
6,10,25,2,2006,22,32,0
3,1,18,2,2009,20,15,0
4,3,29,10,2009,10,45,0
2,7,17,2,2009,18,45,0
6,2,21,2,2004,10,0,0
2,2,26,10,2004,16,15,0
7,5,9,2,2014,16,50,0
6,1,11,12,2004,12,10,0
5,3,15,5,2009,14,25,0
4,2,11,2,2010,9,20,0
2,10,30,10,2007,15,30,0
4,1,20,10,2011,19,0,0
4,4,1,7,2010,18,1,0
7,2,12,3,2006,20,16,0
3,10,22,8,2007,5,30,0
2,5,29,10,2013,13,45,0
4,8,18,10,2012,5,30,0
4,9,8,9,2011,4,50,0
3,4,1,10,2003,7,25,0
1,4,16,3,2009,9,25,0
1,5,1,11,2010,14,45,0
4,6,26,7,2012,14,13,0
1,7,26,5,2008,0,1,0
5,5,2,4,2004,20,0,0
7,1,25,2,2007,17,32,0
5,5,2,5,2014,1,15,0
4,10,17,5,2012,3,45,0
4,1,20,3,2008,8,20,0
5,3,8,10,2010,23,55,0
1,5,25,1,2010,3,30,0
3,10,18,5,2005,16,45,0
4,3,12,7,2012,14,42,0
7,2,2,6,2013,4,20,0
4,5,13,5,2004,16,0,0
4,4,3,4,2008,0,1,0
7,5,18,5,2014,18,55,0
4,3,24,1,2013,12,53,0
2,10,23,12,2014,11,53,0
6,3,5,4,2014,12,0,0
5,3,8,2,2013,0,15,0
2,2,25,11,2014,1,30,0
6,3,16,11,2013,18,45,0
3,10,29,5,2013,14,15,0
6,1,9,8,2008,21,20,0
6,7,17,12,2005,10,0,0
6,6,24,8,2013,15,58,0
4,6,1,11,2007,0,40,0
4,6,25,8,2011,18,20,0
3,3,9,3,2011,19,5,0
5,2,11,8,2006,18,45,0
6,2,18,5,2013,14,0,0
5,1,9,9,2005,0,1,0
7,1,19,10,2008,12,0,0
3,10,13,5,2009,14,40,0
2,3,11,12,2007,20,30,0
4,6,19,9,2013,6,0,0
4,2,30,11,2006,13,0,0
7,3,1,7,2007,1,29,0
6,9,12,8,2006,8,15,0
6,2,1,5,2004,0,11,0
5,9,11,2,2011,14,30,0
7,4,13,1,2013,16,0,0
5,10,7,10,2005,16,15,0
6,10,10,1,2009,23,9,0
7,2,1,7,2012,22,0,0
1,10,3,2,2003,13,30,0
6,7,20,3,2004,14,0,0
4,3,11,12,2008,23,10,0
2,10,19,2,2013,4,45,0
6,8,26,7,2008,8,0,0
7,7,25,3,2012,0,30,0
2,2,12,11,2013,18,13,0
1,2,9,7,2012,19,52,0
2,5,7,2,2006,4,46,0
6,10,29,11,2014,17,0,0
4,6,22,8,2013,11,0,0
4,4,1,5,2008,19,30,0
2,8,19,8,2008,23,0,0
1,9,25,1,2010,10,0,0
7,8,5,10,2008,5,20,0
7,9,13,8,2006,12,0,0
4,8,18,10,2007,16,55,0
7,8,24,9,2006,20,50,0
7,2,29,6,2008,12,30,0
5,3,29,10,2004,8,25,0
6,5,22,3,2003,17,0,0
5,2,10,9,2010,20,57,0
5,2,27,12,2013,16,15,0
7,6,15,8,2010,17,46,0
5,2,3,10,2014,23,45,0
3,5,15,9,2004,13,0,0
6,3,20,10,2007,19,0,0
6,1,31,5,2008,18,0,0
5,8,6,5,2005,3,50,0
6,7,6,5,2006,23,0,0
5,4,19,10,2007,8,5,0
6,10,22,2,2014,11,40,0
2,3,29,11,2005,12,57,0
5,2,10,8,2007,14,30,0
7,5,1,1,2012,9,4,0
1,2,19,2,2007,15,41,0
1,4,25,12,2006,23,40,0
2,9,29,9,2009,9,0,0
7,4,10,2,2013,11,44,0
6,1,18,10,2003,20,0,0
3,10,3,5,2006,0,50,0
1,7,16,3,2015,16,0,0
1,6,15,3,2004,23,0,0
1,8,14,10,2013,11,6,0
1,3,23,11,2009,10,0,0
6,8,25,9,2010,7,0,0
2,3,16,11,2010,19,0,0
4,2,20,8,2009,13,0,0
4,2,20,2,2014,22,0,0
7,2,28,1,2007,20,0,0
7,8,4,11,2012,9,30,0
6,9,19,5,2012,17,50,0
4,6,25,7,2013,22,0,0
4,10,19,10,2006,0,2,0
3,1,11,6,2008,2,24,0
6,8,18,5,2013,2,9,0
3,2,20,2,2013,17,4,0
3,7,19,4,2006,18,0,0
5,3,14,5,2004,3,43,0
5,10,9,3,2007,18,45,0
2,5,20,1,2009,22,0,0
6,3,7,9,2013,21,0,0
4,9,10,1,2013,13,0,0
4,3,29,7,2010,19,30,0
6,10,3,11,2007,9,5,0
7,1,30,11,2014,7,45,0
5,3,18,4,2003,20,56,0
7,5,28,1,2007,21,2,0
7,4,25,1,2004,16,0,0
3,4,9,7,2008,17,15,0
5,9,11,1,2008,15,30,0
2,6,14,9,2004,22,30,0
3,2,1,10,2003,20,10,0
5,5,26,8,2005,20,0,0
4,6,20,4,2006,9,0,0
3,3,20,9,2006,14,5,0
5,5,20,2,2015,19,0,0
3,5,31,10,2012,0,1,0
7,7,29,7,2007,0,11,0
7,8,25,9,2011,23,31,0
6,7,16,5,2009,17,0,0
5,8,12,12,2008,20,0,0
4,6,25,11,2004,5,15,0
5,9,7,3,2008,20,10,0
2,4,9,11,2004,22,0,0
7,1,28,7,2013,11,0,0
7,10,4,6,2006,12,40,0
4,3,28,6,2012,0,1,0
7,5,4,11,2012,17,30,0
1,1,19,1,2015,0,1,0
4,4,12,7,2007,10,30,0
6,8,13,1,2007,2,10,0
6,7,14,6,2014,16,40,0
5,5,2,11,2012,8,0,0
6,9,18,6,2005,15,0,0
6,5,9,8,2014,14,30,0
6,1,23,10,2010,18,25,0
2,5,14,4,2015,15,0,0
1,10,2,5,2011,9,0,0
3,1,17,11,2010,20,36,0
3,10,9,6,2004,0,1,0
5,6,27,12,2013,1,0,0
6,4,17,5,2003,6,50,0
7,9,31,12,2006,21,0,0
4,8,23,8,2012,7,0,0
2,2,16,9,2014,9,52,0
2,1,27,12,2005,1,0,0
4,5,12,7,2007,16,46,0
6,5,18,6,2011,2,20,0
4,1,14,12,2006,20,59,0
3,2,19,3,2014,8,45,0
3,2,20,4,2011,18,0,0
6,3,17,5,2008,21,30,0
3,7,19,9,2007,9,0,0
6,5,3,6,2006,20,45,0
4,5,16,9,2004,10,30,0
6,7,15,6,2013,23,30,0
4,9,22,9,2005,5,3,0
5,3,30,10,2009,7,0,0
7,7,25,3,2012,22,28,0
3,3,17,4,2013,19,36,0
7,2,19,5,2013,22,29,0
7,10,27,1,2013,18,20,0
1,1,28,4,2014,17,29,0
4,8,21,3,2013,14,51,0
5,4,3,10,2014,15,0,0
3,2,10,12,2003,7,30,0
3,8,5,8,2009,12,34,0
7,4,29,7,2007,19,30,0
5,9,12,3,2010,10,0,0
7,7,23,3,2014,14,30,0
5,10,7,8,2009,14,40,0
2,10,12,12,2006,16,0,0
3,1,9,7,2003,0,10,0
4,2,18,5,2006,23,20,0
7,3,20,4,2003,17,30,0
3,3,4,5,2011,10,0,0
5,3,16,12,2005,0,1,0
5,5,27,7,2012,12,0,0
5,2,28,1,2011,12,0,0
6,5,21,5,2005,18,15,0
5,2,8,4,2005,16,50,0
6,5,31,5,2003,13,12,0
6,3,22,2,2003,10,0,0
3,5,28,11,2007,13,35,0
1,5,18,8,2008,13,41,0
2,8,30,11,2010,23,42,0
7,2,23,4,2006,0,10,0
7,10,9,2,2003,10,40,0
4,10,5,2,2009,15,50,0
4,7,25,11,2004,16,0,0
6,5,31,7,2010,3,59,0
3,2,12,7,2006,21,0,0
2,2,4,3,2008,6,45,0
2,9,13,5,2014,23,0,0
5,9,5,4,2013,11,45,0
7,5,25,1,2004,3,25,0
2,9,2,9,2014,9,30,0
3,5,20,4,2011,15,0,0
7,2,1,12,2013,12,0,0
4,4,6,3,2008,10,0,0
3,7,10,12,2008,16,30,0
5,1,12,12,2003,17,0,0
2,8,30,10,2007,19,0,0
5,10,21,4,2006,8,9,0
7,7,18,5,2003,12,0,0
4,9,18,9,2014,9,0,0
2,2,22,3,2005,13,54,0
2,1,12,6,2007,2,12,0
2,8,7,2,2006,4,30,0
1,4,9,1,2012,3,50,0
2,4,13,4,2004,23,19,0
6,9,3,5,2014,11,0,0
5,2,17,6,2005,4,30,0
1,3,15,9,2014,6,37,0
6,2,20,9,2003,14,30,0
5,8,5,9,2014,16,44,0
2,1,22,7,2003,8,45,0
4,6,27,12,2012,13,0,0
2,10,8,7,2014,11,13,0
3,8,27,1,2010,0,40,0
5,9,1,11,2013,9,55,0
3,4,19,4,2006,16,55,0
4,5,30,4,2015,20,30,0
7,8,16,7,2006,9,39,0
4,2,20,3,2008,17,0,0
5,2,1,12,2006,21,10,0
4,5,16,11,2006,21,50,0
7,1,24,8,2003,2,35,0
1,5,23,8,2010,16,30,0
2,2,2,5,2006,16,28,0
3,9,4,10,2006,10,30,0
2,1,25,1,2011,16,43,0
