"day","location","date","month","year","hour","min","SUICIDE"
2,5,14,10,2014,17,25,0
7,1,19,6,2005,20,30,0
2,8,28,6,2011,17,0,0
5,7,2,11,2012,11,0,0
4,3,8,3,2007,17,0,0
5,3,27,11,2009,23,14,0
4,1,25,8,2005,19,30,0
4,9,23,2,2012,0,1,0
7,2,30,11,2003,2,0,0
5,5,2,12,2011,14,15,0
7,9,19,11,2006,12,0,0
1,5,6,2,2012,21,0,0
6,7,16,5,2009,20,0,0
3,6,2,6,2010,18,30,0
6,2,18,10,2014,10,30,0
1,4,10,11,2003,19,30,0
5,5,7,3,2003,9,0,0
2,6,17,9,2013,0,1,0
4,2,20,2,2014,0,1,0
1,10,26,5,2003,17,40,0
2,4,3,2,2015,16,20,0
1,1,17,3,2008,8,15,0
5,2,11,3,2011,18,0,0
6,1,6,9,2008,8,24,0
7,7,8,3,2015,14,0,0
6,8,22,3,2008,15,0,0
7,9,15,6,2003,7,30,0
3,3,16,11,2011,13,39,0
4,10,19,5,2011,19,41,0
4,6,19,5,2011,12,0,0
5,1,14,12,2012,21,0,0
5,1,11,1,2008,14,10,0
1,9,9,6,2008,21,30,0
6,4,4,10,2014,16,15,0
5,5,4,11,2011,0,1,0
1,8,7,7,2008,17,55,0
7,7,31,7,2011,1,0,0
4,3,8,3,2012,15,15,0
3,3,17,11,2010,11,31,0
3,5,13,6,2007,12,25,0
6,2,22,9,2007,6,12,0
2,8,23,8,2005,6,0,0
3,6,15,12,2010,15,42,0
1,2,8,3,2010,14,35,0
7,3,16,11,2014,9,30,0
7,4,17,7,2011,18,40,0
5,4,15,11,2013,17,52,0
7,2,14,6,2009,13,5,0
1,5,4,3,2013,15,27,0
1,10,8,6,2009,23,28,0
3,2,8,1,2014,16,56,0
1,6,7,3,2011,0,14,0
2,1,7,12,2004,23,59,0
7,9,11,7,2004,14,0,0
7,4,1,12,2013,0,1,0
3,2,12,12,2012,3,0,0
4,5,30,6,2005,14,30,0
4,5,4,9,2014,1,57,0
5,9,7,4,2006,22,0,0
4,1,16,5,2013,10,20,0
1,1,17,9,2007,18,0,0
3,5,30,4,2014,23,55,0
4,3,5,10,2006,19,5,0
2,5,3,5,2005,19,0,0
5,4,28,1,2005,7,0,0
2,1,20,7,2004,3,0,0
2,3,21,2,2012,14,40,0
5,5,5,5,2006,19,0,0
2,4,21,12,2004,20,0,0
5,5,21,2,2003,16,15,0
3,4,25,8,2010,7,0,0
2,8,23,8,2011,19,3,0
5,1,11,6,2004,17,50,0
1,2,1,5,2006,9,0,0
7,3,19,5,2013,19,45,0
3,10,20,8,2003,12,40,0
6,7,14,6,2014,1,0,0
5,2,6,10,2006,8,39,0
4,3,17,9,2009,15,30,0
7,1,4,11,2007,15,50,0
6,3,22,3,2014,7,10,0
7,9,23,10,2005,18,11,0
1,1,3,9,2007,18,5,0
1,4,23,6,2014,1,50,0
3,6,13,11,2013,15,4,0
1,3,29,10,2007,18,56,0
4,3,8,9,2005,23,35,0
7,4,2,12,2007,20,50,0
1,4,10,5,2004,12,57,0
2,3,10,6,2003,14,30,0
5,2,3,4,2015,17,29,0
5,2,28,12,2007,14,15,0
6,2,10,4,2010,21,0,0
3,8,1,4,2009,6,10,0
3,8,24,1,2007,23,0,0
5,1,9,1,2015,0,30,0
6,3,13,2,2010,15,42,0
3,4,10,8,2011,6,48,0
3,3,8,1,2014,13,15,0
3,1,11,8,2010,18,45,0
7,3,30,12,2007,14,48,0
6,5,13,11,2004,12,0,0
6,1,13,12,2003,16,49,0
6,8,9,4,2011,8,0,0
4,2,20,3,2008,19,0,0
1,10,11,5,2015,14,0,0
5,4,20,8,2004,17,15,0
2,5,27,5,2003,19,0,0
1,4,6,2,2006,23,0,0
4,4,10,3,2011,16,0,0
3,4,29,5,2013,17,50,0
5,10,22,3,2013,13,10,0
3,7,19,9,2012,7,32,0
3,8,2,5,2007,10,0,0
7,3,22,3,2009,13,40,0
7,8,21,3,2004,17,46,0
4,9,1,11,2007,12,0,0
2,9,5,2,2008,13,30,0
4,2,7,9,2006,22,40,0
3,8,5,10,2011,22,50,0
7,3,20,5,2007,11,0,0
4,1,19,9,2013,17,0,0
3,4,20,4,2011,18,37,0
1,9,1,10,2007,8,55,0
7,8,28,8,2005,21,30,0
6,2,12,1,2013,16,0,0
3,10,16,4,2008,13,24,0
6,4,23,8,2008,17,10,0
3,5,16,6,2010,22,22,0
2,3,22,7,2014,23,20,0
2,9,6,2,2007,17,0,0
5,6,3,4,2015,16,40,0
1,4,3,2,2014,15,0,0
1,1,30,10,2006,8,45,0
6,2,26,8,2006,3,0,0
4,1,30,12,2010,23,14,0
3,3,7,8,2013,16,0,0
7,2,8,9,2013,4,8,0
4,3,30,4,2015,21,58,0
4,2,2,4,2009,18,15,0
7,4,9,3,2003,16,0,0
1,5,11,1,2010,3,8,0
2,8,28,10,2003,18,45,0
3,8,29,11,2006,15,30,0
6,2,7,5,2011,18,2,0
2,3,20,1,2009,19,0,0
2,2,24,1,2006,21,15,0
4,9,19,3,2009,7,0,0
2,4,29,4,2008,4,45,0
2,2,17,8,2004,17,23,0
1,5,13,9,2004,20,0,0
4,8,5,3,2009,16,45,0
6,2,17,5,2008,11,50,0
4,6,20,5,2010,17,0,0
3,1,16,4,2008,13,20,0
5,10,7,3,2003,10,0,0
7,4,5,10,2014,12,28,0
7,5,18,6,2006,19,26,0
7,1,2,11,2014,2,30,0
4,7,4,5,2006,10,16,0
3,4,25,1,2006,16,42,0
2,5,13,5,2008,17,0,0
3,5,9,1,2008,19,5,0
4,7,16,6,2011,9,0,0
3,4,25,6,2003,22,10,0
7,4,22,8,2004,20,37,0
5,3,22,8,2014,2,30,0
5,10,9,1,2015,3,9,0
5,2,4,11,2011,23,0,0
4,2,11,8,2005,4,33,0
6,6,23,10,2010,22,45,0
7,4,31,12,2006,19,2,0
3,5,1,12,2010,22,55,0
5,10,11,7,2003,0,15,0
1,5,16,3,2015,13,0,0
5,3,5,9,2003,18,10,0
5,2,20,9,2013,19,40,0
7,2,23,3,2008,16,18,0
4,4,15,11,2007,13,0,0
7,6,6,11,2011,14,45,0
2,4,23,7,2013,16,6,0
7,2,13,7,2003,9,0,0
4,8,4,11,2010,18,50,0
7,2,29,1,2006,21,45,0
6,10,5,4,2008,14,20,0
4,5,18,9,2014,14,0,0
1,4,1,11,2010,0,1,0
1,10,22,8,2011,18,0,0
7,10,1,7,2007,16,10,0
5,3,10,1,2003,21,30,0
5,4,3,4,2009,11,0,0
2,8,5,2,2013,19,15,0
4,3,19,2,2004,20,16,0
7,7,8,5,2005,2,0,0
3,1,14,5,2008,7,0,0
7,10,12,7,2009,11,25,0
7,2,21,5,2006,18,45,0
5,9,25,7,2003,15,30,0
6,1,24,1,2015,21,5,0
5,2,3,10,2008,2,36,0
7,7,13,2,2005,15,30,0
5,5,6,2,2009,23,30,0
5,4,11,7,2014,22,25,0
3,9,2,4,2014,18,0,0
6,4,21,2,2004,21,52,0
7,10,18,5,2008,8,15,0
2,4,24,6,2003,10,59,0
7,1,8,4,2007,19,0,0
5,2,20,3,2009,23,0,0
6,5,6,9,2003,10,17,0
4,7,22,1,2015,19,32,0
1,4,22,12,2014,2,0,0
7,8,28,2,2010,11,20,0
4,3,20,5,2010,20,0,0
3,1,1,10,2014,23,15,0
6,2,20,3,2004,12,30,0
4,10,14,7,2005,14,30,0
6,9,17,10,2009,18,0,0
7,8,8,2,2004,17,30,0
4,2,6,2,2003,23,35,0
1,7,7,1,2013,16,0,0
3,2,2,6,2010,9,0,0
1,9,27,9,2004,12,0,0
2,3,10,6,2003,9,0,0
5,2,29,10,2004,7,29,0
7,1,19,4,2009,0,10,0
6,5,18,5,2013,15,0,0
3,2,23,2,2011,22,31,0
7,10,18,12,2005,18,40,0
3,5,14,5,2003,23,59,0
5,1,19,9,2014,3,50,0
5,5,6,3,2009,3,0,0
2,6,18,9,2012,14,13,0
3,10,6,2,2008,0,50,0
2,10,3,3,2009,6,48,0
6,4,10,8,2013,16,0,0
1,6,5,9,2005,4,16,0
7,3,28,3,2010,9,30,0
6,5,30,11,2013,10,0,0
2,2,5,8,2008,12,0,0
1,3,26,11,2007,16,3,0
5,9,25,3,2005,20,41,0
3,2,4,2,2004,19,20,0
4,6,30,6,2011,8,0,0
3,5,25,1,2006,2,6,0
4,10,2,12,2010,18,26,0
6,1,30,12,2006,2,21,0
1,4,20,8,2007,16,30,0
1,2,6,2,2006,0,30,0
5,2,25,1,2013,21,27,0
2,3,1,9,2009,13,50,0
7,7,28,7,2013,23,0,0
3,6,4,4,2007,2,0,0
5,10,26,7,2013,9,31,0
2,9,5,8,2008,10,0,0
2,5,10,12,2013,1,52,0
4,5,21,3,2013,22,0,0
5,1,27,12,2013,7,15,0
2,2,18,10,2011,9,15,0
6,8,25,1,2003,1,1,0
7,9,10,8,2003,18,25,0
4,7,25,7,2013,6,10,0
4,1,19,3,2009,20,20,0
1,7,19,4,2010,18,4,0
3,1,25,1,2012,0,30,0
5,10,19,9,2008,15,30,0
2,2,22,6,2004,9,0,0
2,9,17,10,2006,18,0,0
3,8,1,5,2013,11,42,0
6,1,17,11,2012,20,0,0
2,1,25,11,2014,0,1,0
6,2,18,9,2004,9,0,0
5,8,8,8,2014,13,0,0
4,4,15,4,2004,12,0,0
5,5,2,11,2012,4,31,0
3,2,21,4,2010,16,35,0
5,8,4,11,2011,19,30,0
5,3,1,10,2004,11,0,0
3,1,23,7,2014,21,30,0
2,2,24,12,2013,0,1,0
7,10,27,7,2003,14,15,0
5,8,21,3,2008,18,0,0
3,2,26,6,2013,10,20,0
1,2,17,9,2007,16,9,0
1,2,4,9,2006,20,30,0
3,9,9,7,2014,9,50,0
1,2,6,2,2006,8,0,0
2,7,3,9,2013,21,0,0
5,10,25,8,2006,15,45,0
7,8,28,2,2010,3,30,0
3,8,13,6,2007,0,1,0
6,3,21,5,2011,11,26,0
6,3,23,2,2008,1,36,0
5,1,28,7,2006,2,20,0
3,10,1,4,2009,17,34,0
7,6,4,5,2014,16,40,0
2,3,30,3,2004,17,0,0
6,2,6,11,2010,23,30,0
5,4,12,12,2003,23,54,0
4,5,23,9,2010,7,25,0
5,3,10,8,2012,22,0,0
7,1,20,11,2011,4,30,0
3,2,17,10,2007,22,0,0
5,5,6,2,2004,9,32,0
3,10,2,6,2010,18,36,0
3,10,16,9,2009,19,5,0
4,2,14,11,2013,22,0,0
6,2,10,9,2005,22,0,0
7,4,26,2,2012,11,27,0
1,1,9,8,2010,1,0,0
4,3,22,1,2009,14,22,0
7,8,5,4,2015,14,45,0
1,4,18,4,2005,8,20,0
1,4,16,8,2004,11,54,0
6,5,7,3,2009,23,0,0
7,9,14,1,2007,23,30,0
5,2,5,5,2006,1,30,0
2,2,16,4,2013,11,15,0
1,9,21,1,2008,14,10,0
1,9,2,3,2009,10,30,0
1,3,23,7,2007,13,44,0
2,3,27,11,2007,6,30,0
2,1,11,7,2006,19,0,0
3,3,27,7,2005,18,0,0
7,1,7,10,2007,15,35,0
6,6,26,7,2008,6,55,0
1,2,23,8,2010,13,30,0
3,8,5,2,2003,12,15,0
2,6,1,4,2014,2,12,0
1,7,23,7,2007,23,18,0
3,9,9,3,2005,17,30,0
7,10,12,8,2007,8,39,0
4,1,28,1,2010,14,45,0
6,5,10,9,2011,10,9,0
5,7,6,2,2004,12,59,0
4,2,18,9,2008,15,0,0
2,8,12,6,2012,14,20,0
2,5,26,7,2011,14,40,0
5,2,11,2,2005,15,18,0
3,10,7,9,2005,0,12,0
1,4,27,12,2010,11,10,0
4,3,11,6,2009,16,25,0
1,9,12,6,2006,18,0,0
6,9,1,11,2003,19,0,0
7,6,13,12,2009,2,0,0
3,2,8,1,2014,15,0,0
3,8,18,4,2012,17,20,0
4,2,21,2,2008,17,30,0
4,8,29,5,2003,9,52,0
3,2,2,4,2008,13,12,0
6,9,11,1,2003,19,30,0
1,8,24,11,2008,15,0,0
6,3,8,4,2006,16,27,0
5,3,10,1,2014,5,11,0
5,2,26,12,2003,19,0,0
4,10,22,4,2010,19,3,0
7,10,4,5,2003,7,2,0
4,7,30,10,2014,17,21,0
7,3,29,6,2014,15,15,0
5,3,4,4,2008,9,0,0
3,9,30,4,2003,22,0,0
2,7,9,12,2008,18,0,0
7,2,9,5,2010,20,0,0
5,3,18,11,2005,12,0,0
5,1,28,1,2011,8,30,0
3,4,15,12,2010,5,0,0
3,6,31,10,2007,18,0,0
1,9,2,2,2004,12,0,0
3,10,3,9,2014,13,35,0
7,8,15,6,2014,17,5,0
4,6,4,3,2004,23,15,0
5,1,16,6,2006,13,35,0
1,2,31,10,2005,17,30,0
2,10,8,1,2013,22,47,0
3,8,28,12,2005,16,45,0
6,8,11,1,2003,15,36,0
5,1,26,6,2009,12,1,0
4,1,9,3,2006,10,0,0
1,2,20,2,2006,9,0,0
4,1,6,5,2010,21,50,0
5,3,31,10,2003,7,30,0
3,3,31,10,2012,11,0,0
1,1,18,9,2006,18,55,0
6,1,8,10,2005,13,0,0
5,1,17,9,2004,23,15,0
3,6,21,8,2013,13,0,0
3,1,10,7,2013,13,30,0
5,2,12,12,2008,0,1,0
5,10,19,3,2004,21,44,0
2,2,22,6,2004,0,1,0
1,1,5,1,2015,23,23,0
4,4,29,4,2004,18,23,0
4,5,10,8,2006,17,50,0
6,2,12,2,2011,21,0,0
6,10,10,9,2011,1,0,0
5,7,28,12,2012,18,0,0
7,10,14,12,2014,21,25,0
5,10,31,10,2003,21,3,0
5,10,7,2,2014,16,0,0
7,8,1,6,2014,13,22,0
7,7,21,3,2004,4,42,0
4,4,21,2,2008,1,44,0
2,3,3,5,2005,7,30,0
7,2,4,4,2004,12,32,0
2,1,28,10,2008,12,29,0
2,7,8,3,2011,8,40,0
1,8,30,3,2009,22,30,0
4,3,1,10,2009,19,40,0
2,1,27,12,2011,22,38,0
2,5,25,1,2005,13,0,0
7,7,29,7,2007,2,33,0
7,1,18,6,2006,0,1,0
1,4,2,4,2012,22,0,0
1,5,17,5,2010,13,32,0
3,2,15,9,2004,15,58,0
1,4,29,9,2014,16,38,0
5,3,14,12,2012,8,22,0
7,2,1,1,2006,3,0,0
5,9,18,5,2007,13,10,0
4,7,5,8,2004,15,30,0
4,3,21,9,2006,1,25,0
6,7,25,1,2014,17,50,0
5,3,14,7,2006,7,18,0
4,4,22,8,2013,18,45,0
1,5,30,5,2005,23,0,0
6,10,22,3,2008,19,50,0
4,10,15,11,2007,12,35,0
2,10,16,5,2006,16,6,0
4,1,23,3,2006,5,45,0
7,5,21,4,2013,14,59,0
5,2,22,8,2008,11,4,0
7,1,8,2,2015,13,5,0
7,3,31,10,2004,22,0,0
4,3,26,1,2006,18,30,0
4,3,9,2,2006,0,30,0
1,3,21,3,2005,10,40,0
1,4,31,3,2008,10,0,0
7,5,28,12,2014,0,1,0
4,5,2,10,2014,5,25,0
2,10,13,5,2014,17,49,0
3,5,25,7,2012,1,21,0
7,1,9,9,2012,14,20,0
7,8,31,7,2005,3,36,0
7,2,27,7,2008,8,21,0
1,8,15,10,2012,16,50,0
7,8,1,6,2008,17,45,0
7,2,15,7,2012,14,45,0
2,4,29,4,2008,11,30,0
7,9,14,3,2010,22,30,0
1,2,2,5,2011,20,0,0
3,5,18,2,2004,22,0,0
1,2,14,4,2003,18,30,0
6,8,5,11,2011,12,45,0
7,5,16,11,2003,1,20,0
7,8,31,12,2006,23,0,0
5,4,19,9,2014,13,30,0
1,5,16,3,2015,22,32,0
7,4,2,12,2007,0,30,0
7,4,27,2,2011,18,20,0
1,4,13,6,2011,12,10,0
1,10,8,12,2008,20,45,0
1,7,24,7,2006,14,0,0
5,7,20,3,2009,18,23,0
7,7,9,2,2003,22,0,0
6,10,28,6,2014,10,17,0
2,9,8,8,2006,22,30,0
5,3,19,10,2012,16,0,0
1,9,18,2,2013,14,0,0
5,8,2,12,2011,15,0,0
2,3,22,1,2008,11,30,0
5,3,25,2,2011,14,10,0
4,3,6,3,2014,17,0,0
1,5,3,3,2008,11,0,0
4,9,1,10,2009,12,0,0
1,10,3,10,2005,18,41,0
2,6,21,9,2010,9,5,0
5,1,24,8,2007,16,5,0
6,9,27,12,2008,22,25,0
5,4,15,11,2013,22,20,0
5,1,6,2,2015,18,0,0
2,10,29,6,2010,23,30,0
5,1,5,3,2004,10,32,0
5,6,10,1,2003,9,0,0
2,3,17,8,2004,14,2,0
1,2,23,8,2010,8,49,0
1,3,18,10,2010,20,0,0
7,3,27,7,2014,10,28,0
3,10,3,9,2003,13,0,0
5,8,1,12,2006,15,0,0
2,3,31,8,2004,18,23,0
6,6,3,11,2012,12,0,0
1,1,14,10,2013,16,0,0
3,2,2,11,2005,23,45,0
4,2,23,1,2014,15,0,0
7,5,13,1,2008,18,0,0
5,4,15,11,2013,12,0,0
7,2,13,1,2008,19,15,0
6,2,3,10,2009,17,45,0
2,2,23,12,2008,8,1,0
6,9,21,2,2009,21,30,0
7,6,4,7,2010,15,0,0
5,9,6,4,2007,17,8,0
2,1,6,3,2007,23,11,0
5,4,13,6,2003,19,50,0
5,5,20,5,2005,2,3,0
2,2,15,11,2011,0,30,0
1,4,5,4,2010,0,30,0
7,5,10,2,2013,16,20,0
7,4,26,8,2012,12,0,0
2,7,9,7,2013,10,0,0
3,3,13,11,2013,20,50,0
3,1,25,6,2014,18,0,0
5,2,29,5,2009,20,0,0
7,1,14,11,2004,9,30,0
1,4,4,8,2014,8,30,0
4,2,16,11,2006,11,50,0
6,3,4,10,2008,8,45,0
5,8,20,2,2004,18,5,0
4,8,15,7,2010,22,0,0
7,3,1,1,2006,9,13,0
6,8,12,1,2008,3,5,0
1,3,25,6,2007,23,30,0
3,5,18,2,2004,18,30,0
5,7,3,6,2011,11,0,0
5,10,11,7,2014,8,0,0
2,10,20,2,2007,9,50,0
6,2,30,6,2007,12,0,0
1,1,30,3,2015,12,0,0
7,5,5,10,2003,14,30,0
1,10,27,9,2004,4,45,0
7,10,6,6,2010,3,30,0
5,5,15,7,2011,23,10,0
6,5,25,1,2014,21,0,0
2,3,15,4,2003,0,31,0
2,10,5,3,2013,12,58,0
7,5,6,11,2005,17,0,0
2,2,27,12,2011,14,15,0
2,10,29,4,2003,17,53,0
2,3,11,7,2006,17,52,0
7,3,19,5,2013,4,0,0
2,1,18,10,2005,0,5,0
7,2,3,6,2012,15,0,0
7,5,14,1,2007,21,0,0
1,3,8,12,2003,18,52,0
7,9,4,5,2008,12,28,0
3,5,22,3,2006,12,0,0
1,8,29,10,2007,1,0,0
2,5,22,7,2003,21,25,0
6,3,28,7,2012,10,40,0
5,4,15,5,2009,18,15,0
2,4,15,11,2005,8,28,0
5,8,8,4,2011,10,18,0
5,10,3,9,2004,16,0,0
5,7,7,2,2003,21,40,0
5,5,11,7,2014,18,35,0
3,1,19,3,2008,15,0,0
2,3,20,1,2009,16,0,0
1,7,3,2,2003,16,0,0
1,7,31,10,2005,18,0,0
6,4,20,11,2010,0,40,0
7,2,12,2,2012,19,13,0
6,2,13,12,2003,20,55,0
7,10,8,4,2012,4,0,0
2,10,28,10,2008,17,0,0
4,4,5,5,2005,22,40,0
3,4,14,11,2012,12,30,0
1,4,18,2,2008,19,0,0
3,3,21,1,2015,16,0,0
4,2,21,4,2011,19,0,0
4,7,12,7,2012,15,0,0
2,8,7,8,2007,23,0,0
4,2,14,11,2013,7,30,0
1,2,23,11,2009,7,20,0
3,5,17,4,2013,13,14,0
2,4,24,1,2012,14,50,0
5,4,5,11,2010,10,15,0
5,1,1,11,2013,2,4,0
2,2,28,10,2003,15,56,0
6,5,22,3,2003,21,30,0
5,9,17,9,2004,16,45,0
3,10,11,6,2008,20,38,0
2,6,14,5,2013,0,1,0
7,4,11,3,2007,0,30,0
6,2,25,8,2007,18,30,0
1,4,20,2,2012,20,0,0
1,10,22,12,2014,1,0,0
4,9,15,11,2007,16,25,0
5,5,4,11,2005,21,30,0
1,8,9,12,2013,10,37,0
7,2,3,7,2011,21,48,0
5,2,20,5,2005,17,35,0
1,2,1,9,2008,13,59,0
2,10,26,10,2004,13,30,0
4,2,17,5,2007,23,50,0
3,10,13,12,2006,16,0,0
5,3,24,2,2012,11,30,0
7,5,10,8,2003,17,0,0
2,1,29,4,2008,21,20,0
6,9,14,6,2008,0,1,0
3,2,13,7,2005,0,8,0
5,4,30,5,2014,10,31,0
2,2,1,4,2008,22,30,0
3,9,10,12,2008,15,30,0
7,8,23,4,2006,14,48,0
1,5,13,5,2013,0,1,0
3,9,1,9,2004,14,0,0
4,3,10,6,2004,19,40,0
3,4,20,8,2014,23,40,0
1,8,22,6,2009,18,0,0
4,2,10,7,2014,21,0,0
6,10,30,12,2006,17,30,0
7,9,20,11,2005,0,1,0
6,4,25,8,2012,17,30,0
4,4,24,1,2013,15,4,0
3,1,19,4,2006,19,0,0
5,9,19,3,2004,15,30,0
4,9,30,5,2013,1,0,0
5,2,7,3,2014,19,14,0
2,1,13,11,2007,22,0,0
5,5,11,2,2005,16,30,0
6,9,8,3,2003,0,10,0
1,8,20,8,2012,0,3,0
3,5,9,3,2005,23,0,0
4,7,16,10,2014,12,0,0
3,8,18,8,2004,2,0,0
7,10,5,11,2006,21,35,0
2,8,22,7,2014,12,30,0
4,6,9,2,2012,7,50,0
1,7,9,7,2012,10,0,0
7,9,5,10,2008,21,15,0
4,5,1,11,2007,15,0,0
6,2,16,5,2009,11,35,0
6,4,27,11,2004,23,0,0
1,6,23,1,2012,20,0,0
3,3,2,4,2003,0,45,0
6,2,15,5,2004,15,25,0
7,8,27,1,2013,3,31,0
7,7,30,1,2005,16,35,0
3,4,8,1,2003,19,5,0
7,2,17,11,2013,11,45,0
4,9,30,10,2003,11,30,0
6,2,6,10,2012,21,11,0
5,10,24,12,2004,20,0,0
6,8,29,1,2011,20,0,0
2,1,1,10,2013,21,15,0
2,6,9,12,2014,10,30,0
7,2,3,5,2009,11,0,0
6,9,31,5,2008,17,48,0
6,10,28,7,2012,21,30,0
1,10,30,3,2009,15,55,0
3,8,16,4,2003,10,0,0
7,4,15,6,2008,2,45,0
7,1,19,4,2009,6,40,0
2,5,14,10,2008,8,55,0
1,7,12,5,2008,19,50,0
2,8,19,4,2005,19,55,0
4,5,3,10,2013,7,22,0
3,1,11,6,2014,14,55,0
3,10,23,2,2005,15,6,0
5,5,12,11,2004,11,56,0
6,4,22,2,2003,11,35,0
1,5,21,7,2003,16,0,0
5,10,11,7,2008,16,15,0
1,10,16,5,2011,6,0,0
5,5,16,5,2008,9,0,0
3,1,22,3,2006,17,0,0
7,5,23,9,2007,13,19,0
2,7,12,7,2011,15,30,0
5,2,15,12,2006,8,58,0
6,3,11,9,2010,23,2,0
1,2,20,8,2012,13,45,0
2,6,7,2,2006,13,0,0
3,10,30,11,2005,13,0,0
1,1,29,4,2013,18,15,0
3,5,4,10,2006,13,20,0
7,8,17,10,2004,2,0,0
1,3,19,9,2005,19,0,0
1,2,19,1,2015,16,0,0
1,3,27,10,2008,8,32,0
3,7,18,4,2012,15,3,0
2,2,29,10,2013,15,5,0
1,4,20,12,2004,17,21,0
4,2,12,12,2013,22,33,0
7,10,17,11,2013,9,0,0
4,4,14,7,2005,16,30,0
3,9,29,10,2008,22,30,0
2,4,7,1,2014,22,30,0
5,2,20,9,2013,12,15,0
4,8,6,10,2005,20,30,0
5,8,13,6,2008,20,0,0
1,2,8,2,2010,22,0,0
3,9,26,7,2006,14,10,0
6,8,28,7,2007,18,40,0
5,2,1,7,2011,10,0,0
4,2,27,12,2012,18,59,0
6,10,25,8,2007,14,0,0
4,5,10,7,2003,0,8,0
4,4,28,6,2007,2,40,0
4,5,27,6,2013,9,5,0
5,2,22,2,2013,14,0,0
1,2,1,5,2006,9,15,0
1,4,11,5,2015,19,0,0
6,5,23,8,2014,12,0,0
4,9,13,11,2014,21,50,0
1,8,31,3,2014,11,49,0
3,6,17,4,2013,14,30,0
3,5,15,5,2013,12,15,0
6,3,12,7,2014,23,17,0
4,10,22,9,2005,11,39,0
5,2,26,12,2003,17,30,0
4,9,23,12,2004,15,0,0
7,2,7,9,2014,13,0,0
7,5,16,1,2011,20,15,0
2,5,12,12,2006,8,0,0
2,2,20,2,2007,13,55,0
3,5,9,2,2005,11,37,0
3,3,9,3,2005,21,25,0
6,5,21,3,2009,16,40,0
7,7,8,2,2004,0,57,0
5,4,9,9,2011,21,0,0
6,8,17,11,2007,17,0,0
3,10,19,10,2011,3,30,0
4,8,24,8,2006,15,5,0
5,2,6,2,2015,8,0,0
5,8,13,12,2013,11,0,0
7,2,11,4,2010,12,35,0
3,2,27,1,2010,0,1,0
1,2,6,2,2012,7,48,0
1,1,24,11,2014,21,13,0
7,4,24,4,2011,2,30,0
6,4,7,2,2004,14,50,0
1,5,17,9,2007,2,45,0
7,3,2,11,2014,5,50,0
7,8,25,1,2015,18,6,0
1,8,16,9,2013,16,15,0
4,9,1,11,2012,21,40,0
1,5,23,7,2007,17,10,0
2,2,4,2,2003,1,39,0
4,2,9,1,2014,15,0,0
4,9,1,5,2014,21,30,0
3,2,13,12,2006,2,0,0
3,4,9,6,2004,17,0,0
4,5,17,4,2008,9,0,0
4,2,4,10,2007,16,30,0
4,7,17,5,2007,21,0,0
5,1,18,10,2013,22,31,0
1,5,8,8,2005,15,0,0
2,2,15,9,2009,23,0,0
6,9,9,3,2013,1,50,0
7,2,23,9,2012,14,30,0
5,9,12,12,2014,21,0,0
4,2,24,1,2013,8,31,0
2,10,24,1,2006,1,25,0
5,5,23,3,2007,8,15,0
6,5,9,8,2003,0,30,0
1,5,8,11,2004,23,59,0
1,9,10,1,2011,9,0,0
1,4,13,4,2009,18,23,0
3,2,4,10,2006,15,30,0
6,5,11,7,2009,23,30,0
5,5,11,8,2006,19,0,0
3,2,8,9,2010,21,25,0
