"day","address","location","date","month","year","hour","min","BADCHECKS"
3,1226,4,12,1,2011,21,56,0
5,12768,3,7,3,2014,15,0,0
4,4603,5,4,10,2007,15,0,0
1,435,10,6,9,2010,23,35,0
1,13020,9,15,10,2012,10,8,0
5,4953,9,9,3,2007,23,51,0
3,190,9,19,3,2014,14,0,0
2,3419,8,23,12,2014,14,0,0
4,94,1,22,8,2013,20,55,0
4,2535,4,13,7,2006,16,17,0
5,17410,9,5,3,2004,8,0,0
3,403,7,31,10,2012,13,30,0
1,12154,2,8,12,2008,19,0,0
2,817,2,16,3,2004,5,15,0
5,11180,8,22,4,2011,7,0,0
5,4676,4,20,4,2007,17,15,0
5,277,10,9,3,2007,9,0,0
2,4478,4,6,1,2015,11,0,0
1,8767,4,26,4,2004,8,38,0
4,586,8,12,12,2013,20,0,0
7,657,8,8,4,2007,0,1,0
2,1185,5,30,4,2013,22,31,0
6,1954,10,19,11,2011,11,0,0
2,15023,8,16,10,2007,14,0,0
6,2469,1,6,4,2013,21,0,0
5,7179,1,11,1,2008,22,30,0
1,9741,5,30,9,2013,21,0,0
2,5104,8,25,11,2014,15,45,0
5,1351,8,23,3,2007,9,0,0
2,6911,3,14,10,2014,15,15,0
4,2144,5,23,7,2009,2,25,0
7,8927,1,23,10,2005,22,30,0
6,408,2,15,11,2003,9,11,0
3,2943,6,15,4,2015,18,10,0
2,4947,2,15,4,2008,7,40,0
4,3396,10,22,9,2005,11,39,0
5,158,2,20,10,2006,21,0,0
3,177,10,21,2,2007,9,30,0
6,7039,1,8,9,2007,21,40,0
1,6309,1,2,9,2013,14,0,0
2,1883,1,28,4,2015,21,30,0
1,6110,1,23,6,2003,12,30,0
7,5826,1,25,2,2007,7,40,0
4,6601,1,16,12,2010,12,15,0
5,3237,5,17,10,2014,19,43,0
1,9382,5,23,7,2007,13,0,0
4,5107,10,26,11,2009,12,9,0
3,1231,5,7,4,2010,8,0,0
7,18037,7,11,9,2011,20,0,0
3,2433,3,2,11,2011,11,45,0
5,502,5,29,6,2012,21,45,0
2,2265,4,4,9,2012,19,57,0
3,13370,7,11,8,2010,14,0,0
2,897,2,7,8,2007,14,45,0
1,17043,2,7,3,2005,17,25,0
3,2221,9,21,3,2012,22,52,0
6,716,5,7,4,2007,11,45,0
4,5164,4,14,7,2011,0,1,0
4,1760,10,9,7,2009,17,0,0
3,8091,8,9,8,2006,23,21,0
6,3329,10,17,7,2010,7,50,0
4,435,10,4,10,2007,19,50,0
1,3892,2,15,5,2006,20,33,0
6,9370,8,30,7,2011,10,34,0
5,5011,10,17,6,2011,16,0,0
3,9384,3,20,8,2014,3,56,0
2,2938,7,11,11,2003,20,27,0
2,15425,4,20,8,2013,2,54,0
5,7776,1,17,10,2014,15,45,0
7,504,4,27,12,2009,18,41,0
3,4248,9,17,9,2003,15,45,0
6,744,10,12,2,2011,7,17,0
4,2204,5,7,8,2003,20,17,0
6,16283,3,21,3,2009,4,40,0
5,16612,8,2,11,2007,15,30,0
4,19943,10,20,9,2007,13,45,0
4,15080,7,14,6,2012,19,45,0
4,1653,3,20,10,2005,15,4,0
6,1925,1,13,1,2007,21,25,0
4,1620,10,22,3,2007,9,2,0
3,657,8,30,5,2007,6,30,0
6,230,1,26,6,2004,11,0,0
2,1214,10,25,1,2005,20,13,0
3,17026,7,28,12,2011,18,10,0
3,11812,6,23,7,2014,6,45,0
4,4805,8,4,9,2014,15,30,0
7,7769,8,3,11,2013,20,0,0
4,3222,5,29,4,2004,12,0,0
5,5525,1,4,10,2013,3,30,0
6,1379,1,30,6,2012,21,0,0
3,2355,7,4,2,2009,6,42,0
7,4535,1,11,3,2012,16,49,0
2,872,2,30,5,2006,8,45,0
5,6352,8,3,10,2014,8,57,0
5,2025,1,4,4,2003,11,0,0
3,7953,5,16,10,2013,7,49,0
5,17276,9,22,4,2011,18,0,0
3,1091,10,24,2,2010,14,30,0
3,235,4,10,1,2007,20,7,0
5,772,10,8,3,2013,9,19,0
4,176,1,16,4,2009,19,45,0
5,654,1,9,3,2007,10,30,0
6,6779,4,22,9,2007,7,5,0
1,1292,2,8,12,2003,9,0,0
5,2373,2,13,1,2012,22,20,0
5,803,6,24,8,2012,9,45,0
1,710,8,2,4,2012,13,3,0
2,1615,2,2,10,2007,8,0,0
7,3719,5,17,6,2012,10,30,0
5,158,2,26,1,2007,3,0,0
3,517,2,9,8,2006,4,30,0
7,15096,5,16,1,2011,6,0,0
3,7031,1,1,10,2003,9,30,0
5,3151,5,7,3,2003,19,0,0
3,119,6,22,8,2007,13,0,0
3,4594,3,24,7,2013,17,0,0
7,16158,8,10,8,2003,20,50,0
7,2835,10,30,12,2007,19,30,0
2,6204,5,28,11,2006,4,38,0
6,14229,9,9,3,2013,1,50,0
3,5221,3,7,2,2007,16,10,0
5,9761,2,11,7,2014,18,20,0
7,390,5,3,7,2011,12,0,0
1,1235,5,16,2,2009,12,30,0
4,851,3,5,2,2015,22,0,0
1,15356,8,6,1,2003,8,47,0
2,4420,4,27,12,2011,0,1,0
7,1757,3,4,12,2005,23,7,0
5,1291,1,12,6,2009,15,30,0
6,219,1,1,7,2006,21,40,0
2,1588,9,9,7,2013,10,0,0
7,9323,8,30,12,2012,9,0,0
1,5451,5,18,8,2003,11,0,0
2,10961,7,15,4,2014,23,0,0
5,1083,1,12,12,2014,17,30,0
2,125,2,29,5,2012,8,0,0
6,1194,5,7,9,2013,12,30,0
5,8690,3,2,5,2008,19,30,0
2,16274,7,7,12,2004,14,42,0
3,9468,3,26,1,2005,13,10,0
5,1220,10,22,8,2008,5,17,0
2,3619,2,12,6,2012,6,0,0
1,5024,8,5,3,2007,14,30,0
6,982,9,10,4,2010,2,0,0
1,15869,8,26,5,2003,2,0,0
2,428,4,27,5,2014,16,11,0
4,3697,8,13,12,2012,16,9,0
2,392,4,30,9,2003,16,48,0
1,4993,5,2,2,2009,21,0,0
6,2079,9,20,4,2013,13,15,0
3,922,9,21,9,2005,14,57,0
4,49,2,24,2,2011,22,49,0
3,102,10,29,6,2011,22,0,0
3,5004,5,29,10,2003,6,0,0
4,2949,2,10,3,2005,9,0,0
4,4378,2,1,10,2009,0,1,0
2,863,1,30,9,2008,20,32,0
4,9397,4,4,11,2010,21,0,0
4,4825,7,25,12,2014,11,0,0
5,630,1,22,3,2013,12,29,0
2,2683,1,12,6,2007,12,0,0
1,803,6,28,4,2014,21,10,0
1,4872,2,17,9,2007,18,0,0
1,8990,2,28,4,2008,14,0,0
4,4673,4,13,12,2007,0,1,0
5,3125,8,5,9,2008,2,52,0
6,3301,2,27,6,2009,20,0,0
1,3007,8,22,12,2003,1,0,0
4,7411,3,24,7,2003,6,45,0
5,15489,3,9,8,2013,1,0,0
1,4930,1,6,1,2003,23,14,0
2,4411,2,15,11,2005,22,0,0
1,2977,4,8,8,2005,10,0,0
6,4594,3,21,4,2012,20,15,0
5,5257,2,1,5,2009,8,30,0
7,8336,9,6,5,2012,12,30,0
5,125,2,20,3,2015,13,30,0
6,1263,2,18,9,2004,8,0,0
2,133,3,31,5,2011,12,0,0
3,6991,8,9,1,2008,1,13,0
5,1576,4,18,11,2005,17,0,0
7,2409,2,2,11,2008,16,10,0
4,10023,7,18,9,2014,15,0,0
1,2330,4,17,2,2003,11,10,0
3,6926,4,4,2,2015,11,0,0
3,3382,6,4,2,2004,14,30,0
7,4534,5,4,10,2009,23,20,0
7,144,4,12,8,2012,19,50,0
1,10516,4,19,4,2010,0,1,0
7,18076,9,20,11,2005,14,0,0
1,1176,8,29,10,2007,2,0,0
3,11279,9,20,8,2014,22,0,0
7,13560,8,25,9,2011,0,1,0
6,5670,1,29,12,2012,15,41,0
4,820,4,8,3,2012,22,0,0
3,548,10,3,10,2007,8,45,0
4,125,2,21,10,2010,18,35,0
2,5596,5,9,11,2004,8,25,0
1,7019,5,7,2,2011,0,1,0
2,1764,1,6,4,2010,15,0,0
5,2393,8,11,7,2003,15,0,0
7,3965,3,12,1,2014,23,0,0
4,601,9,20,9,2012,17,35,0
6,7074,4,9,8,2014,23,20,0
1,27,5,14,9,2009,12,20,0
5,37,2,6,2,2009,21,15,0
6,6662,8,9,8,2008,23,30,0
2,17238,6,14,4,2009,16,50,0
3,157,5,6,8,2003,21,0,0
3,1236,4,30,4,2008,16,8,0
7,1306,2,11,1,2015,9,30,0
6,2397,6,22,3,2003,2,11,0
5,501,4,13,1,2012,17,35,0
7,1433,10,16,11,2008,16,0,0
7,606,1,4,6,2006,0,44,0
1,1080,8,12,10,2009,9,15,0
7,4774,8,5,10,2008,12,0,0
7,5590,4,4,11,2012,8,52,0
1,2579,2,16,2,2015,19,40,0
1,8533,2,3,10,2005,4,15,0
2,12623,7,31,5,2005,10,49,0
3,8743,3,10,12,2014,18,10,0
2,2632,5,17,2,2004,17,0,0
5,9998,8,19,9,2003,10,20,0
4,9994,7,29,5,2003,9,0,0
6,408,2,23,4,2011,17,40,0
4,6828,3,5,2,2015,13,0,0
7,13,3,9,9,2012,17,0,0
6,100,2,19,4,2014,13,30,0
7,4311,9,8,10,2006,18,0,0
4,21051,8,27,7,2006,17,30,0
4,10001,2,20,2,2014,11,0,0
1,7402,4,22,11,2004,13,15,0
7,1119,2,21,9,2014,12,30,0
5,4032,3,7,5,2010,12,45,0
4,16253,8,24,1,2013,20,0,0
6,6386,4,24,1,2015,4,20,0
5,2677,5,20,3,2015,7,19,0
6,8659,9,17,11,2012,0,27,0
7,326,2,4,5,2014,15,0,0
5,6027,8,19,9,2008,12,50,0
1,15062,3,10,12,2012,22,0,0
7,1373,1,15,1,2006,16,20,0
7,451,2,4,12,2011,21,46,0
5,631,2,29,7,2011,0,30,0
2,1150,2,8,7,2003,12,0,0
4,4121,9,11,12,2008,14,45,0
4,5209,1,29,7,2010,14,0,0
2,12400,4,3,2,2009,20,0,0
7,6170,7,18,5,2014,10,30,0
6,2118,5,16,5,2009,11,30,0
4,10297,9,29,6,2006,1,30,0
6,1942,2,9,9,2006,17,0,0
4,125,2,7,3,2013,11,30,0
2,14636,7,30,3,2004,13,8,0
6,125,2,4,5,2013,20,56,0
5,6114,3,20,10,2006,13,51,0
3,403,7,11,8,2010,8,30,0
4,16746,3,14,6,2012,5,52,0
1,190,9,13,6,2011,7,10,0
1,1455,1,8,6,2009,11,42,0
6,1204,2,3,7,2010,22,7,0
6,9519,6,22,4,2006,12,0,0
2,4682,1,29,11,2011,11,40,0
7,125,2,27,2,2011,10,30,0
4,259,5,2,6,2011,12,5,0
7,11162,3,24,8,2014,10,0,0
5,3629,4,24,9,2010,13,17,0
3,166,10,25,8,2010,20,40,0
5,9420,3,4,11,2005,17,0,0
3,8749,3,28,10,2009,12,0,0
2,2081,4,27,4,2004,16,50,0
6,2331,8,23,8,2003,23,0,0
1,37,2,20,1,2014,17,57,0
4,1645,9,6,2,2003,9,15,0
2,4762,5,24,6,2003,22,30,0
6,223,10,17,5,2014,2,35,0
5,653,10,9,1,2004,7,30,0
3,6888,3,15,4,2009,12,50,0
6,4556,4,10,1,2004,18,0,0
3,10721,4,28,12,2011,0,1,0
1,2369,4,15,10,2012,23,28,0
6,1936,2,16,1,2010,20,7,0
3,11269,3,29,6,2005,16,27,0
5,125,2,24,8,2012,0,1,0
5,631,2,14,11,2014,21,30,0
1,872,2,3,5,2010,17,8,0
1,361,2,12,4,2004,22,36,0
5,1955,9,24,9,2010,10,57,0
5,14187,7,10,1,2014,22,0,0
2,15587,1,4,9,2012,12,0,0
4,22313,6,15,4,2004,6,52,0
5,1736,5,3,11,2006,17,30,0
5,15901,3,24,3,2006,18,45,0
5,19388,8,1,10,2004,10,0,0
3,1749,2,9,6,2004,0,10,0
4,4072,8,21,8,2014,18,30,0
2,6947,5,23,3,2010,4,38,0
4,10841,4,16,4,2009,12,25,0
5,2972,5,12,12,2008,22,20,0
3,4692,3,7,9,2011,14,10,0
4,12013,4,27,5,2004,19,35,0
2,5389,5,29,4,2008,13,22,0
2,10907,5,26,12,2006,13,10,0
4,125,2,26,7,2012,10,53,0
2,10601,6,20,1,2004,14,5,0
2,5199,5,26,6,2012,14,30,0
4,11767,3,2,10,2008,12,15,0
2,125,2,10,7,2007,19,30,0
3,2706,10,23,7,2008,0,30,0
5,2041,10,13,7,2012,17,0,0
2,821,10,15,5,2012,17,27,0
3,392,4,14,12,2011,17,30,0
6,3694,8,10,2,2007,12,0,0
7,3415,5,25,1,2015,1,0,0
3,1291,1,30,9,2009,18,0,0
3,346,1,16,4,2008,18,0,0
5,4415,5,15,1,2010,12,9,0
7,5544,4,3,11,2013,15,0,0
7,7110,2,6,5,2012,20,0,0
3,2943,6,15,4,2015,18,10,0
7,2091,2,30,11,2008,21,15,0
5,10038,3,12,3,2010,4,34,0
2,2706,10,22,8,2006,16,40,0
5,12027,9,21,9,2007,10,0,0
4,7633,3,15,6,2006,20,30,0
3,1963,7,17,9,2003,16,30,0
2,12733,6,16,11,2010,0,23,0
7,2678,8,18,11,2012,3,33,0
5,2107,5,22,8,2003,14,0,0
2,6676,8,27,10,2009,19,15,0
5,7622,2,16,5,2003,15,10,0
2,1555,2,23,12,2003,13,0,0
2,4880,2,5,2,2013,17,0,0
4,870,4,15,7,2010,13,55,0
3,8479,9,16,11,2005,12,38,0
1,3101,1,21,3,2005,14,0,0
7,4225,1,11,9,2005,17,15,0
5,2045,6,29,7,2011,2,22,0
1,4019,4,20,1,2003,0,50,0
1,11532,2,9,6,2014,23,40,0
6,207,9,25,2,2006,15,15,0
1,3517,5,9,12,2013,21,0,0
7,11189,1,25,9,2011,0,23,0
7,6102,1,11,8,2013,6,45,0
2,19505,3,26,1,2010,8,30,0
7,571,2,22,4,2007,0,1,0
6,5787,3,22,2,2003,0,30,0
6,13268,4,3,4,2004,15,30,0
5,39,3,17,4,2015,15,0,0
6,125,2,12,1,2008,21,0,0
5,7675,9,6,10,2006,4,30,0
5,1837,2,5,9,2014,15,45,0
4,5906,3,16,12,2010,14,43,0
6,2439,2,26,3,2011,22,40,0
4,19347,9,6,5,2010,16,30,0
4,112,4,13,7,2006,7,35,0
6,5280,4,10,8,2013,0,1,0
5,511,4,22,8,2014,13,30,0
5,979,4,18,11,2005,2,30,0
3,11027,7,13,6,2007,22,30,0
5,6017,5,4,4,2008,8,33,0
5,4656,8,4,5,2012,23,59,0
3,7524,5,21,3,2012,17,28,0
6,2706,10,22,3,2003,11,13,0
4,12537,5,9,7,2009,11,0,0
1,16021,1,21,2,2005,21,0,0
4,3054,1,2,10,2014,9,30,0
4,3496,5,15,7,2010,0,25,0
5,366,10,22,8,2008,19,0,0
3,4701,5,11,8,2010,13,0,0
5,22382,5,28,5,2004,21,0,0
3,2821,2,10,3,2010,16,30,0
5,6110,1,26,12,2014,12,0,0
1,1809,10,3,3,2008,22,0,0
7,21936,7,22,8,2004,17,0,0
7,125,2,10,8,2003,18,0,0
1,1809,10,28,4,2014,3,40,0
2,14135,7,1,9,2009,9,0,0
4,4854,2,23,9,2010,16,0,0
1,904,5,8,8,2011,18,30,0
5,2744,6,6,8,2004,23,0,0
4,4510,5,24,7,2014,12,0,0
4,213,4,4,3,2004,23,25,0
1,4615,9,3,3,2008,22,30,0
5,349,2,10,9,2010,7,0,0
3,435,10,4,3,2009,18,0,0
1,1291,1,15,9,2008,12,50,0
2,1154,9,13,12,2005,15,10,0
2,9765,8,27,7,2010,17,0,0
2,36,2,22,8,2006,21,21,0
5,538,8,3,10,2003,15,51,0
4,20725,3,15,11,2007,11,0,0
3,4083,4,1,11,2006,0,15,0
2,216,6,8,12,2009,11,28,0
6,6916,4,21,2,2004,21,15,0
7,125,2,11,1,2015,15,50,0
3,11467,6,8,8,2012,9,50,0
5,6947,5,16,4,2004,22,0,0
3,4543,3,6,4,2005,17,11,0
6,2666,3,18,12,2010,19,20,0
7,435,10,5,4,2009,12,19,0
2,11462,3,3,5,2005,12,30,0
4,766,8,30,6,2005,21,48,0
5,2318,4,29,7,2011,14,50,0
5,6175,5,12,8,2005,19,0,0
4,89,1,30,11,2006,18,0,0
4,8639,5,19,2,2004,19,0,0
7,1978,8,27,7,2014,18,30,0
3,4503,8,3,10,2012,16,0,0
4,4272,7,14,5,2009,11,22,0
3,4736,3,26,12,2012,15,40,0
3,1009,2,18,8,2004,7,0,0
1,6634,1,23,6,2014,8,0,0
4,713,4,6,2,2003,3,28,0
1,653,10,8,12,2008,9,33,0
6,600,3,24,9,2005,0,45,0
5,7257,8,23,8,2013,18,0,0
5,2025,1,21,5,2010,2,30,0
6,8930,5,17,5,2008,12,0,0
2,13138,6,1,11,2011,12,0,0
4,10219,7,27,1,2011,14,0,0
1,2425,2,7,1,2013,14,30,0
6,4267,2,7,4,2007,8,8,0
6,146,10,17,10,2009,15,0,0
3,13628,4,20,2,2008,20,30,0
7,70,10,23,3,2003,18,0,0
1,4588,10,3,3,2003,20,18,0
1,5150,4,27,10,2014,19,45,0
4,3053,1,5,4,2012,17,30,0
3,363,2,18,2,2009,18,46,0
7,859,1,22,8,2004,17,30,0
3,4147,5,23,8,2006,21,0,0
2,554,10,14,11,2006,9,47,0
2,21770,1,8,6,2004,7,30,0
7,1823,1,10,4,2011,21,45,0
1,4603,5,19,9,2011,8,0,0
3,1732,3,31,10,2007,12,0,0
4,6233,9,14,7,2011,9,30,0
2,2490,3,5,4,2011,9,36,0
5,8930,5,22,4,2005,0,1,0
4,4750,5,22,7,2004,12,33,0
6,7647,8,23,8,2008,10,0,0
4,102,10,2,5,2013,18,45,0
3,277,10,21,1,2004,15,41,0
5,2241,4,28,6,2013,16,57,0
3,7110,2,14,7,2010,20,0,0
6,1753,7,29,11,2008,16,0,0
7,13532,4,7,9,2008,9,7,0
7,6032,5,21,9,2008,21,0,0
4,1910,5,18,9,2014,0,15,0
6,1019,5,15,1,2011,1,58,0
6,5526,3,8,3,2003,1,4,0
6,16312,8,11,8,2012,13,15,0
5,10437,9,14,5,2004,14,0,0
6,1157,2,16,6,2007,22,50,0
7,44,6,28,11,2004,16,10,0
6,2661,1,9,10,2010,0,1,0
3,7270,5,7,8,2013,12,11,0
3,125,2,16,11,2005,15,30,0
3,6248,1,4,4,2012,18,30,0
5,11382,7,5,10,2007,10,0,0
6,5479,5,31,7,2010,17,40,0
3,125,2,7,9,2005,10,0,0
7,125,2,15,1,2012,0,15,0
5,1203,2,3,4,2009,19,0,0
7,3307,4,14,8,2005,1,55,0
5,11951,9,1,7,2005,8,40,0
1,3131,10,25,1,2010,13,0,0
5,1077,4,31,10,2014,17,0,0
1,5821,4,3,4,2006,13,45,0
6,1634,5,22,3,2014,17,15,0
4,9417,8,22,9,2005,13,0,0
2,957,2,29,4,2003,19,50,0
3,14771,9,19,4,2006,9,55,0
6,8812,4,9,3,2013,16,30,0
6,7119,4,7,2,2009,13,0,0
7,10321,9,5,10,2014,14,0,0
7,10201,3,18,5,2008,11,18,0
3,2348,1,20,8,2003,23,30,0
7,4085,8,28,1,2007,23,0,0
6,6223,2,17,11,2007,0,1,0
6,602,2,5,4,2008,15,30,0
6,9631,4,16,7,2011,21,30,0
4,102,10,14,1,2010,20,45,0
2,4535,1,30,4,2013,12,40,0
3,3427,7,2,4,2003,21,30,0
7,556,9,26,7,2009,23,0,0
6,11453,3,9,3,2013,18,29,0
4,6409,5,4,10,2007,18,22,0
6,1641,2,20,9,2014,21,30,0
4,9052,8,28,7,2011,20,0,0
6,7503,5,6,3,2004,0,1,0
5,7713,6,9,1,2015,11,4,0
5,1394,6,12,3,2010,14,30,0
2,2706,10,8,2,2005,14,25,0
5,4180,6,24,1,2003,18,30,0
1,726,1,31,10,2011,7,15,0
2,93,7,30,10,2007,13,0,0
4,435,10,10,7,2008,16,10,0
2,5275,4,21,1,2003,6,46,0
5,320,1,19,11,2010,20,0,0
2,13329,4,2,10,2007,6,41,0
4,998,5,15,5,2014,12,45,0
6,10009,5,6,9,2003,23,2,0
6,10863,9,13,7,2013,10,0,0
2,2391,2,24,8,2010,21,27,0
4,19614,7,8,7,2004,10,0,0
1,8523,7,23,1,2012,12,0,0
4,11911,3,9,12,2004,16,25,0
6,234,6,29,11,2014,15,40,0
4,6750,5,22,1,2009,13,35,0
4,21912,8,10,6,2004,18,0,0
2,125,2,10,7,2007,16,0,0
2,1566,5,3,3,2009,2,23,0
7,11781,1,27,1,2013,18,0,0
5,6155,8,2,7,2010,14,30,0
2,907,6,5,2,2013,18,26,0
3,7118,8,12,11,2008,9,0,0
3,2462,2,11,7,2012,3,30,0
5,7515,1,11,7,2014,21,0,0
7,11008,6,9,10,2011,19,0,0
7,270,2,5,5,2013,11,0,0
6,3376,10,15,1,2011,15,30,0
6,9380,8,28,7,2007,22,30,0
1,872,2,27,9,2004,10,1,0
3,18217,3,9,2,2011,13,0,0
7,720,5,29,8,2010,22,0,0
7,8963,1,28,7,2013,5,30,0
5,12213,3,27,6,2014,17,0,0
4,1066,10,25,2,2010,20,54,0
1,517,2,12,11,2012,13,0,0
3,3180,10,11,11,2009,3,30,0
5,478,1,19,9,2003,8,30,0
5,11855,4,11,2,2011,3,0,0
1,2988,3,28,4,2014,15,20,0
4,4900,9,16,9,2004,20,0,0
1,8715,9,10,1,2005,19,31,0
2,4785,1,18,5,2010,12,55,0
4,2266,1,24,8,2006,14,0,0
6,1839,5,21,8,2004,1,0,0
3,12996,7,15,10,2008,14,40,0
3,821,10,14,11,2012,19,49,0
2,14119,2,11,7,2006,19,58,0
2,10085,3,14,12,2010,11,30,0
4,7485,5,29,12,2005,1,0,0
2,9317,3,23,12,2008,8,45,0
3,10238,5,26,6,2013,11,0,0
1,5684,8,15,3,2004,18,0,0
6,8989,3,4,12,2010,17,10,0
2,5646,5,20,3,2007,0,1,0
6,468,2,20,9,2008,13,43,0
6,9272,3,25,9,2010,8,52,0
6,22416,9,15,5,2004,9,22,0
3,3784,8,29,5,2013,8,20,0
7,323,9,31,5,2009,19,0,0
3,2274,7,30,4,2008,10,45,0
5,2483,1,6,3,2015,15,30,0
7,957,2,7,10,2007,1,45,0
3,11901,9,4,4,2007,16,20,0
3,12588,1,26,5,2004,12,0,0
3,126,8,17,9,2014,20,29,0
4,823,2,29,7,2010,12,51,0
3,830,10,8,2,2006,10,0,0
3,1319,2,2,11,2005,23,45,0
4,10641,4,23,2,2006,8,30,0
1,13584,3,17,3,2014,0,37,0
5,4981,9,22,9,2006,23,0,0
2,9144,1,4,9,2012,22,0,0
1,1041,5,30,10,2006,7,40,0
3,4009,2,7,3,2007,5,0,0
1,9033,5,17,8,2009,17,30,0
5,7623,4,16,5,2014,23,0,0
5,1133,7,28,1,2011,8,50,0
2,2929,2,19,2,2013,6,30,0
4,157,10,26,7,2012,13,39,0
1,784,2,3,10,2005,18,0,0
3,19551,6,23,12,2009,14,30,0
5,1162,1,21,4,2006,2,50,0
6,872,2,20,4,2013,23,30,0
6,571,2,22,4,2006,22,30,0
6,6917,4,13,6,2009,2,55,0
4,12857,9,9,12,2004,15,49,0
1,92,1,11,10,2004,12,0,0
3,3122,3,19,9,2012,17,18,0
4,917,9,16,6,2005,22,2,0
3,18289,2,19,4,2006,1,55,0
6,1224,1,12,7,2003,2,14,0
2,2989,5,26,7,2011,17,30,0
5,3243,1,31,10,2003,20,30,0
4,28,4,8,9,2011,18,21,0
5,3898,2,29,6,2012,16,15,0
6,6496,6,9,10,2010,14,57,0
2,144,4,20,3,2012,12,0,0
1,227,1,27,10,2008,4,50,0
6,65,4,23,2,2008,0,40,0
4,21839,6,27,5,2004,20,20,0
3,11510,10,27,6,2007,18,50,0
1,934,1,30,3,2015,15,50,0
2,357,4,7,8,2012,11,30,0
6,808,4,29,12,2012,23,0,0
5,2271,10,6,5,2005,22,0,0
1,10025,7,21,3,2005,15,0,0
2,339,3,17,4,2007,16,30,0
1,125,2,28,4,2014,19,20,0
4,4167,6,1,12,2005,12,0,0
7,1042,3,27,6,2004,15,0,0
2,323,9,5,9,2006,19,0,0
4,4180,6,30,9,2004,22,0,0
7,14527,7,8,5,2005,5,15,0
5,3487,9,14,6,2013,19,30,0
6,3808,9,16,11,2013,18,0,0
2,499,2,25,1,2005,13,0,0
7,4284,1,20,6,2010,9,0,0
2,18196,6,20,9,2005,11,35,0
5,3884,2,2,5,2008,21,35,0
7,5877,5,27,7,2014,13,0,0
1,125,2,5,1,2004,22,30,0
3,3226,6,23,12,2009,9,15,0
4,125,2,24,7,2014,18,30,0
6,14608,9,11,7,2009,7,45,0
5,2192,10,20,8,2004,0,1,0
5,9486,1,26,8,2005,12,0,0
1,1078,2,17,3,2014,19,0,0
3,356,3,5,9,2012,16,43,0
1,7449,7,2,5,2011,13,0,0
6,408,2,21,3,2015,18,0,0
6,17105,6,7,5,2005,21,0,0
3,1620,10,3,10,2007,17,20,0
5,4617,3,3,10,2014,16,0,0
4,709,7,2,10,2014,8,48,0
3,1902,3,24,12,2008,17,20,0
1,114,8,11,12,2006,9,0,0
5,8771,2,3,4,2009,15,48,0
2,12308,5,8,2,2011,21,0,0
4,83,2,15,5,2003,16,40,0
1,3180,10,7,7,2008,9,42,0
3,665,3,27,1,2010,22,20,0
5,501,4,26,11,2004,11,0,0
5,11276,2,24,1,2014,8,30,0
3,4772,5,21,1,2015,22,55,0
5,5090,3,12,8,2011,16,0,0
2,2469,1,15,5,2012,13,30,0
4,17514,5,20,2,2003,12,30,0
2,13493,10,18,3,2014,17,52,0
4,7462,8,9,8,2007,10,10,0
3,5257,2,16,4,2008,13,52,0
5,703,8,29,7,2011,8,30,0
