"day","address","location","date","month","year","hour","min","BRIBERY"
7,9512,6,12,1,2014,21,0,0
2,1150,2,21,8,2007,18,20,0
2,125,2,1,4,2008,11,30,0
6,3250,1,15,11,2014,3,48,0
1,1912,1,21,3,2011,16,0,0
1,16151,8,31,3,2008,23,0,0
6,160,5,12,3,2011,10,0,0
7,2916,1,27,7,2003,14,15,0
2,40,1,31,3,2009,10,30,0
7,5356,2,11,8,2013,17,20,0
2,2019,10,1,9,2009,15,20,0
2,1191,10,9,12,2014,5,0,0
5,2719,4,18,11,2011,4,0,0
2,2945,3,25,11,2008,19,40,0
1,2077,4,7,1,2008,19,15,0
4,7033,8,4,9,2003,9,53,0
5,12759,6,25,7,2003,19,42,0
2,5117,3,21,8,2007,17,30,0
7,2972,5,12,9,2010,20,0,0
4,2868,7,24,3,2005,11,0,0
5,1372,5,9,9,2005,0,30,0
2,174,8,3,3,2015,12,0,0
4,9779,3,3,5,2007,13,0,0
3,2497,5,25,7,2007,19,30,0
2,323,9,28,10,2014,16,33,0
7,872,2,13,2,2005,15,0,0
4,3854,4,7,9,2006,22,18,0
2,18585,5,20,1,2004,13,45,0
2,9139,5,28,5,2013,7,30,0
4,13946,6,6,2,2014,22,45,0
3,3389,5,14,12,2011,9,30,0
7,983,2,21,9,2008,8,0,0
1,677,2,26,7,2010,12,0,0
2,4535,1,27,11,2012,18,55,0
5,1392,4,29,6,2012,0,56,0
1,7322,5,17,4,2006,15,30,0
3,36,2,4,3,2015,14,0,0
3,5130,4,10,12,2008,19,38,0
6,4041,6,11,3,2006,19,0,0
2,12332,9,21,1,2014,9,0,0
5,1496,5,7,3,2014,8,15,0
1,9501,3,14,11,2011,21,20,0
5,643,4,25,2,2011,16,0,0
3,2341,5,6,2,2008,15,0,0
3,5900,7,22,2,2006,23,0,0
3,21824,5,18,8,2004,8,40,0
1,4261,4,26,5,2008,17,11,0
7,356,3,13,7,2014,20,9,0
7,21785,10,22,2,2004,7,40,0
4,3207,8,5,8,2004,16,0,0
5,8204,3,24,1,2014,14,0,0
6,2037,5,23,3,2013,20,48,0
7,8481,4,10,2,2008,19,0,0
3,1721,2,23,6,2004,18,30,0
2,2255,5,3,2,2015,21,0,0
3,1506,7,2,11,2005,3,9,0
2,392,4,27,5,2014,0,10,0
7,872,2,17,1,2010,5,18,0
7,37,2,11,1,2004,11,0,0
7,3128,3,3,12,2006,0,45,0
7,8983,4,9,9,2007,16,10,0
6,297,8,28,11,2009,23,0,0
3,8751,2,1,6,2005,16,10,0
2,10747,3,16,9,2003,7,0,0
1,16495,7,18,2,2013,15,0,0
3,10296,5,16,6,2010,2,30,0
7,1864,5,29,8,2010,15,0,0
5,3576,5,26,7,2013,13,0,0
2,1352,4,2,10,2007,3,10,0
4,548,10,4,10,2012,11,48,0
2,863,1,30,9,2008,20,32,0
6,779,2,15,12,2007,19,45,0
3,358,6,19,5,2010,20,20,0
6,8040,8,6,9,2008,17,55,0
4,8089,1,29,6,2006,10,3,0
7,11837,3,6,5,2012,9,40,0
3,2594,8,17,10,2007,9,0,0
1,9592,3,14,6,2010,22,0,0
5,102,10,1,5,2015,14,23,0
1,3341,9,21,7,2014,13,0,0
6,500,1,28,8,2010,23,0,0
7,1752,3,15,1,2012,18,0,0
7,706,8,8,3,2009,23,31,0
4,10970,2,25,11,2004,1,30,0
4,88,2,29,4,2004,21,0,0
6,3734,1,15,11,2008,2,0,0
3,518,10,30,9,2009,12,50,0
6,7874,9,20,5,2006,15,30,0
6,5217,1,18,10,2014,19,4,0
5,8039,4,9,2,2007,2,35,0
3,1606,2,13,10,2004,12,40,0
5,5355,6,9,2,2007,18,0,0
1,4609,9,20,2,2006,9,0,0
2,1694,1,29,5,2012,12,30,0
1,1056,2,6,2,2012,0,25,0
1,7744,6,4,8,2008,11,0,0
3,8281,8,11,12,2013,0,50,0
7,16075,2,1,11,2009,20,0,0
6,896,2,15,11,2014,19,20,0
1,125,2,3,3,2003,22,0,0
4,1498,5,28,1,2010,19,0,0
5,12352,9,5,4,2013,13,0,0
7,14752,3,25,9,2005,21,0,0
2,2489,1,15,4,2014,13,15,0
4,2985,5,13,7,2006,16,55,0
2,4132,7,31,3,2015,10,0,0
7,8702,8,6,11,2011,15,38,0
1,10351,3,11,11,2013,22,0,0
5,4073,3,26,3,2010,14,3,0
7,6750,5,23,2,2003,16,0,0
4,1305,1,2,4,2015,13,30,0
2,13783,9,27,11,2007,19,10,0
1,548,10,23,7,2012,23,34,0
4,166,10,10,2,2005,20,30,0
1,125,2,27,6,2011,16,0,0
2,125,2,23,2,2010,10,40,0
1,125,2,17,9,2012,0,1,0
3,22208,5,12,11,2003,16,18,0
4,8245,4,4,9,2003,12,20,0
6,8645,8,9,8,2008,5,0,0
4,1812,3,6,3,2014,9,40,0
7,229,5,14,2,2010,2,5,0
3,44,6,23,7,2014,19,6,0
7,5223,1,20,5,2012,6,0,0
3,501,4,7,7,2004,15,57,0
6,554,10,8,9,2007,16,3,0
7,7804,8,15,1,2006,1,29,0
5,83,2,9,4,2010,9,30,0
4,1722,2,14,12,2006,13,55,0
6,2427,5,14,12,2013,0,30,0
3,2490,3,30,5,2007,15,0,0
3,28,4,6,9,2006,0,50,0
4,6003,6,4,9,2008,11,20,0
7,18763,8,24,4,2005,18,45,0
5,1788,7,9,9,2005,2,5,0
3,105,5,29,4,2015,15,30,0
7,5450,4,7,3,2004,15,36,0
2,8716,9,29,6,2010,17,15,0
6,631,2,4,6,2011,18,0,0
5,91,3,4,6,2010,23,30,0
7,5078,8,25,3,2007,21,30,0
1,6149,5,24,11,2014,9,30,0
1,2372,5,29,9,2014,20,0,0
1,282,6,8,1,2007,15,0,0
4,979,4,5,3,2009,21,46,0
2,125,2,1,5,2007,17,50,0
7,14447,7,12,2,2012,23,0,0
2,666,2,25,7,2006,19,44,0
6,2393,8,16,6,2007,19,15,0
7,3661,3,13,2,2005,18,0,0
2,779,2,11,1,2011,18,0,0
1,7886,4,5,2,2007,15,15,0
3,14717,6,8,7,2009,12,37,0
7,5016,5,28,1,2007,21,0,0
6,1094,2,16,1,2010,23,0,0
7,2045,6,18,4,2004,8,50,0
3,4111,10,4,8,2004,13,0,0
4,1404,7,28,7,2005,17,30,0
3,125,2,3,11,2010,14,2,0
7,8196,5,27,3,2005,14,9,0
2,83,2,5,4,2011,18,15,0
4,6622,4,10,7,2008,21,35,0
5,125,2,21,10,2005,20,30,0
7,927,1,23,10,2011,15,16,0
3,83,2,5,3,2008,16,40,0
6,15970,8,14,6,2003,18,42,0
2,908,10,24,7,2012,16,30,0
5,945,6,17,6,2005,1,31,0
6,3093,5,28,7,2012,2,0,0
5,643,4,25,1,2008,15,56,0
6,11905,3,26,1,2013,22,41,0
4,125,2,31,5,2007,22,45,0
3,5450,4,4,5,2005,6,30,0
5,6213,3,25,7,2008,21,54,0
5,924,5,29,11,2013,9,40,0
6,8207,8,5,5,2007,20,30,0
4,5432,3,24,6,2004,21,0,0
1,3115,9,2,8,2004,21,14,0
6,828,1,23,4,2005,22,30,0
7,3,5,31,7,2005,6,10,0
4,73,7,27,12,2007,18,0,0
6,408,2,18,4,2009,17,35,0
2,1157,2,29,9,2009,16,40,0
4,2488,1,29,5,2003,19,50,0
7,3653,9,15,6,2014,22,0,0
1,4009,2,16,5,2005,18,17,0
2,346,1,5,2,2008,18,40,0
6,9206,5,26,6,2004,15,0,0
6,213,4,18,5,2013,22,0,0
2,4114,10,18,9,2007,15,0,0
4,10762,6,3,11,2011,23,0,0
7,1520,5,9,2,2014,17,30,0
5,4364,1,27,1,2006,22,45,0
3,1214,10,25,1,2012,16,6,0
5,428,4,8,2,2013,17,5,0
4,2253,1,29,7,2010,21,0,0
1,1593,2,29,11,2010,8,28,0
4,363,2,2,12,2010,14,7,0
4,13682,6,11,12,2003,13,45,0
1,5015,1,5,1,2015,10,16,0
5,14952,6,8,9,2006,18,30,0
6,1950,2,24,9,2011,16,0,0
2,7714,8,20,9,2011,17,30,0
3,11700,1,15,9,2004,20,56,0
4,844,5,21,2,2013,10,30,0
3,6393,3,13,12,2006,13,54,0
3,585,6,28,12,2011,22,58,0
3,132,7,21,1,2009,23,0,0
5,10571,4,9,9,2005,17,0,0
3,643,4,27,6,2012,2,29,0
4,8954,4,16,6,2011,9,12,0
1,13008,8,20,2,2012,13,0,0
3,16580,3,26,12,2007,17,35,0
2,45,3,3,2,2004,19,15,0
1,18,10,17,5,2010,13,49,0
1,1259,8,17,10,2011,10,45,0
1,5383,5,11,11,2013,7,59,0
4,619,8,26,6,2008,18,55,0
4,21840,2,30,9,2004,11,30,0
6,7068,10,8,3,2008,3,43,0
6,501,4,13,7,2013,19,45,0
2,2879,5,9,7,2013,10,54,0
5,9337,3,3,4,2009,10,0,0
5,1351,8,21,8,2009,13,10,0
4,125,2,2,4,2015,13,55,0
2,4059,8,28,4,2009,3,0,0
6,21784,10,18,9,2004,16,45,0
4,125,2,5,3,2009,5,55,0
5,18260,7,4,11,2011,13,0,0
7,2091,2,5,6,2005,12,0,0
3,307,3,16,4,2014,21,0,0
5,1611,3,19,11,2010,10,53,0
3,1288,3,24,2,2010,11,7,0
3,9056,7,24,2,2010,13,0,0
4,538,8,11,6,2009,17,42,0
1,17710,8,2,2,2004,0,1,0
4,95,8,14,6,2007,22,8,0
1,3371,5,11,6,2007,11,45,0
4,2534,4,2,10,2003,13,5,0
1,6029,9,21,7,2014,12,0,0
7,98,4,8,4,2007,14,0,0
7,5941,4,30,7,2006,14,30,0
6,1160,1,2,7,2011,13,30,0
5,1962,5,4,4,2008,20,0,0
4,9800,7,6,4,2006,17,45,0
5,125,2,15,1,2010,14,20,0
2,1825,1,23,6,2009,11,15,0
1,4069,9,29,4,2013,22,55,0
3,800,4,29,5,2013,10,30,0
3,3194,8,27,11,2013,10,0,0
4,2035,10,29,7,2010,20,17,0
1,1351,8,16,3,2015,18,15,0
6,1429,10,18,6,2005,12,21,0
5,12689,8,7,5,2010,21,56,0
4,4582,1,29,12,2011,15,53,0
7,213,4,9,3,2008,7,58,0
7,6302,4,10,4,2005,23,0,0
6,1334,3,25,1,2003,11,20,0
1,2580,3,6,12,2004,20,15,0
6,250,4,7,2,2009,13,0,0
3,12437,3,30,5,2012,19,10,0
6,648,2,7,9,2013,22,0,0
3,156,2,29,5,2013,2,15,0
1,14010,3,31,5,2010,11,46,0
1,1736,5,24,7,2006,15,10,0
6,125,2,7,10,2006,0,30,0
1,784,2,20,2,2012,19,50,0
5,88,2,10,1,2014,22,0,0
4,9679,4,7,4,2011,16,25,0
6,10843,8,23,10,2010,18,0,0
7,2794,7,28,3,2010,17,55,0
4,12273,3,28,6,2012,15,1,0
7,9536,7,17,11,2013,9,0,0
7,269,1,13,2,2005,1,0,0
7,779,2,29,6,2008,17,0,0
1,5479,5,26,12,2005,13,30,0
3,872,2,3,9,2003,15,40,0
3,1764,1,29,4,2015,14,0,0
3,741,2,21,1,2004,9,40,0
2,435,10,17,5,2011,5,52,0
5,1484,1,18,11,2011,19,15,0
4,12584,9,3,9,2009,14,0,0
3,22,10,13,5,2015,21,0,0
5,50,5,25,7,2014,8,0,0
7,16440,2,15,11,2009,16,45,0
6,8332,6,25,1,2003,5,0,0
1,6799,5,22,7,2013,7,55,0
2,4111,10,21,3,2006,8,0,0
4,2041,10,4,3,2004,21,50,0
3,511,4,24,8,2005,7,7,0
4,4721,4,3,4,2008,0,1,0
7,363,2,1,1,2006,1,0,0
3,4765,2,16,4,2014,9,56,0
6,6779,4,22,9,2007,7,5,0
6,2391,2,8,3,2014,12,40,0
3,504,4,2,10,2013,10,48,0
2,21794,5,12,10,2004,17,0,0
7,3406,1,11,4,2010,7,4,0
4,2952,7,21,8,2014,14,13,0
6,3677,2,5,11,2011,21,0,0
2,2400,10,5,2,2013,7,30,0
4,9356,4,23,7,2009,19,30,0
1,1969,4,18,2,2008,16,0,0
2,1950,2,9,8,2005,16,0,0
1,5412,4,21,2,2005,15,0,0
2,720,5,1,4,2008,18,20,0
6,5526,3,5,11,2011,0,38,0
5,38,10,10,8,2012,16,40,0
5,2398,2,18,4,2003,6,15,0
3,8699,8,29,6,2011,0,30,0
6,1622,5,20,3,2004,5,30,0
4,591,9,19,3,2015,23,30,0
6,501,4,25,9,2010,15,0,0
5,5914,6,10,1,2003,11,15,0
3,6761,7,18,2,2009,12,30,0
2,9426,3,24,1,2012,15,30,0
6,4837,9,12,2,2005,22,0,0
5,9045,9,2,12,2011,17,0,0
7,2017,4,20,4,2008,4,20,0
5,9023,8,25,3,2005,17,23,0
5,2226,5,11,8,2006,10,0,0
1,2765,5,26,6,2006,18,20,0
5,530,8,23,3,2012,16,13,0
7,538,8,16,7,2006,20,1,0
3,12411,1,7,8,2013,18,25,0
4,36,2,4,9,2003,8,5,0
5,7291,6,27,1,2006,18,30,0
7,123,8,19,10,2008,6,21,0
4,6364,8,28,5,2009,12,1,0
7,771,1,16,11,2008,0,28,0
4,1987,6,13,5,2004,9,45,0
5,1752,3,13,7,2012,13,0,0
4,125,2,13,11,2008,17,20,0
1,9018,8,17,3,2008,7,31,0
1,12374,5,23,8,2010,11,30,0
6,4269,7,30,11,2013,11,30,0
7,7939,1,16,11,2014,23,17,0
6,7031,1,24,4,2010,23,0,0
2,9399,5,3,9,2013,5,41,0
5,8838,1,27,8,2010,17,25,0
6,7924,4,7,2,2004,14,4,0
7,38,10,19,10,2003,14,30,0
1,5169,2,15,9,2008,17,15,0
4,872,2,26,6,2014,13,1,0
3,4062,4,11,7,2007,0,30,0
6,2828,8,28,7,2012,18,18,0
1,369,5,22,12,2008,19,45,0
7,4062,4,13,3,2005,17,58,0
4,9041,3,2,11,2006,14,28,0
6,5977,3,24,8,2013,11,0,0
2,5930,5,3,2,2004,10,0,0
7,2491,9,8,8,2004,20,30,0
4,408,2,29,11,2012,16,56,0
6,2855,1,31,7,2010,18,0,0
1,11988,4,17,9,2007,6,50,0
6,114,8,24,1,2015,9,0,0
5,356,3,4,4,2014,15,17,0
6,816,2,27,2,2010,18,0,0
4,6102,1,17,4,2008,23,30,0
1,1131,3,28,4,2003,23,8,0
4,772,10,28,12,2006,10,0,0
6,10956,4,6,9,2014,6,44,0
3,1809,10,23,7,2014,8,0,0
3,5480,7,29,10,2008,10,40,0
2,682,10,27,5,2008,13,20,0
7,4692,3,1,1,2006,2,23,0
6,2904,2,14,12,2013,2,25,0
2,13637,3,24,11,2009,17,55,0
2,10355,8,24,8,2010,12,0,0
1,6460,8,29,11,2010,11,15,0
5,13358,8,14,7,2006,7,0,0
4,21710,9,23,12,2004,3,0,0
2,619,8,11,11,2008,18,20,0
7,105,5,26,8,2012,17,0,0
6,5979,5,21,2,2015,22,0,0
2,1469,3,13,4,2004,18,29,0
6,13396,1,15,1,2011,21,30,0
2,2732,2,21,8,2007,17,0,0
5,22650,7,2,5,2003,22,30,0
5,4114,5,3,6,2011,13,53,0
1,1304,5,28,4,2014,8,15,0
1,256,2,28,4,2003,15,29,0
2,3103,2,10,8,2010,19,20,0
7,125,2,2,11,2003,19,0,0
5,5220,5,31,10,2003,11,21,0
3,4885,6,3,10,2007,23,0,0
6,10804,5,2,6,2012,20,0,0
2,3395,8,9,7,2013,5,40,0
5,5702,8,12,12,2014,22,30,0
3,2235,4,29,10,2014,23,45,0
2,1536,6,3,10,2006,15,50,0
4,6179,7,23,2,2012,2,0,0
6,1306,2,23,4,2011,16,3,0
1,12433,4,5,1,2009,19,43,0
4,3508,4,15,5,2008,5,21,0
2,320,1,19,8,2003,8,30,0
4,1121,10,4,5,2006,12,42,0
5,2490,3,2,10,2009,15,5,0
5,1584,5,30,5,2014,12,0,0
1,324,1,15,10,2012,18,30,0
6,1427,1,7,5,2011,23,39,0
6,3172,5,14,8,2010,19,0,0
3,14851,9,4,2,2004,12,10,0
1,98,4,12,7,2010,22,3,0
7,8685,1,22,3,2009,2,7,0
5,33,5,9,8,2013,16,0,0
2,2289,1,20,1,2009,12,0,0
2,6754,1,29,4,2008,14,0,0
6,4401,6,14,6,2003,13,0,0
4,2533,5,24,2,2011,0,1,0
4,8838,10,25,7,2013,14,38,0
1,853,2,13,12,2010,17,0,0
6,14789,7,10,3,2012,18,18,0
6,1352,4,3,10,2009,6,25,0
6,2803,10,19,4,2003,18,20,0
1,4516,8,21,8,2006,21,20,0
6,2716,1,4,4,2015,12,0,0
3,823,2,29,6,2011,4,55,0
3,651,9,25,12,2013,17,0,0
6,15344,5,1,7,2006,1,38,0
4,346,1,29,6,2006,10,55,0
6,722,8,16,11,2013,21,49,0
7,7587,3,25,9,2011,10,34,0
5,12573,5,1,5,2009,13,30,0
1,5837,4,17,9,2012,10,0,0
6,3561,3,17,4,2004,17,30,0
7,93,7,26,8,2007,6,30,0
5,8257,6,26,12,2014,11,9,0
7,999,1,4,11,2012,0,1,0
4,4111,10,8,1,2004,17,50,0
2,6385,7,29,4,2014,16,0,0
6,3315,2,24,1,2004,6,27,0
3,6551,7,30,11,2011,9,30,0
5,6502,9,6,5,2005,10,30,0
3,133,3,11,7,2007,15,32,0
2,1556,5,31,10,2006,21,20,0
3,11597,6,31,3,2004,21,45,0
4,1760,10,2,4,2009,8,58,0
5,2428,5,27,6,2003,1,20,0
2,6364,8,21,12,2004,20,30,0
4,403,7,23,8,2012,12,0,0
5,5832,7,30,5,2008,8,57,0
2,1525,4,23,8,2005,13,0,0
2,11156,8,30,10,2007,19,30,0
7,3875,2,13,1,2008,7,1,0
7,5215,3,10,8,2014,18,15,0
6,8944,6,20,10,2012,21,36,0
5,12292,3,30,11,2007,21,4,0
6,374,8,21,4,2007,14,0,0
1,7226,8,3,2,2003,22,30,0
4,2178,6,26,1,2006,17,15,0
3,4549,9,29,6,2005,22,34,0
3,2869,10,28,11,2007,13,50,0
2,957,2,20,7,2004,9,23,0
1,16908,8,26,4,2004,7,0,0
1,4809,8,5,1,2009,15,30,0
4,3593,5,13,12,2012,19,0,0
6,1150,2,14,8,2010,12,0,0
1,10303,1,28,11,2005,15,0,0
3,4362,5,19,4,2006,15,53,0
6,402,4,29,1,2005,9,30,0
4,22987,3,10,7,2003,22,0,0
7,14741,8,25,9,2011,19,49,0
4,19323,9,20,5,2010,10,41,0
5,2132,2,27,7,2007,22,30,0
7,125,2,13,3,2011,11,0,0
7,138,10,16,11,2008,20,36,0
1,3857,5,6,7,2009,18,30,0
6,4437,5,18,4,2009,18,0,0
5,392,4,15,6,2007,15,12,0
5,1061,4,20,3,2015,23,0,0
2,10025,7,23,7,2013,8,45,0
2,5919,5,25,12,2007,15,15,0
3,2911,10,24,12,2008,15,14,0
7,829,1,24,2,2008,1,13,0
6,554,10,12,7,2014,21,5,0
7,1445,1,28,7,2013,15,30,0
4,4856,5,21,8,2008,22,0,0
4,1884,3,16,9,2004,23,10,0
3,12256,9,23,1,2008,6,30,0
4,3129,1,6,9,2012,17,20,0
4,6881,6,12,6,2003,1,57,0
2,713,4,26,12,2006,2,45,0
2,182,4,11,11,2008,12,0,0
7,17008,1,10,4,2005,10,0,0
7,1978,8,18,11,2012,22,0,0
5,2814,4,24,12,2004,0,45,0
4,3229,3,29,6,2006,22,0,0
2,139,2,5,9,2006,23,0,0
7,4235,2,4,12,2005,0,30,0
7,146,10,17,11,2013,14,50,0
3,2225,5,9,2,2011,12,45,0
1,1395,6,23,1,2012,21,50,0
1,538,8,28,10,2013,17,0,0
5,125,2,21,2,2014,19,7,0
6,139,2,31,5,2008,9,51,0
1,2521,9,30,5,2005,10,15,0
1,324,1,16,4,2012,17,35,0
5,18748,7,30,7,2010,15,0,0
5,2114,9,11,12,2009,18,30,0
2,602,2,18,3,2014,9,28,0
6,366,10,29,11,2008,23,59,0
4,7070,8,8,1,2009,9,0,0
5,4547,5,7,4,2006,21,0,0
1,655,5,1,5,2006,11,41,0
5,81,3,25,2,2011,11,51,0
1,46,2,16,5,2005,21,25,0
2,303,8,20,3,2012,14,30,0
2,12048,7,29,9,2009,12,42,0
3,1567,5,15,11,2006,13,0,0
1,427,2,26,12,2011,9,25,0
7,145,3,11,1,2009,0,59,0
3,7327,5,9,1,2008,16,20,0
4,5206,5,12,11,2009,7,5,0
3,1345,1,15,4,2015,3,30,0
1,501,4,8,11,2004,15,45,0
1,1175,5,28,11,2011,19,0,0
1,572,4,22,8,2011,22,30,0
7,7173,7,4,6,2006,5,0,0
3,1076,5,15,12,2010,0,1,0
2,1729,5,19,8,2003,23,23,0
7,2068,9,11,9,2005,2,0,0
6,3727,10,28,6,2014,9,0,0
1,2803,10,4,2,2013,15,30,0
5,8596,9,13,7,2007,7,0,0
7,442,2,9,3,2003,20,9,0
6,10845,4,15,1,2005,20,53,0
6,2661,1,13,3,2010,17,45,0
5,2225,5,4,6,2010,13,30,0
7,15356,8,24,4,2005,1,35,0
2,4828,3,4,5,2010,2,0,0
2,6754,1,21,8,2007,16,0,0
1,478,1,5,1,2015,0,28,0
7,717,2,22,5,2011,9,0,0
5,5015,1,29,5,2009,22,0,0
7,4446,2,20,6,2010,21,0,0
2,10463,4,15,5,2012,20,0,0
2,4981,9,13,4,2004,10,0,0
2,5159,7,3,3,2009,19,7,0
7,11913,7,13,7,2014,20,17,0
3,5439,3,22,8,2012,0,4,0
4,2831,4,17,11,2005,10,30,0
7,586,8,15,6,2008,2,0,0
6,6212,4,5,5,2012,18,44,0
5,310,8,30,5,2003,16,46,0
3,4261,4,3,3,2004,21,30,0
3,138,10,8,2,2006,14,2,0
1,2666,3,23,11,2009,8,50,0
6,1951,2,19,4,2008,21,10,0
3,14547,9,16,10,2013,6,30,0
5,17215,7,12,12,2003,15,10,0
6,729,4,26,3,2005,2,0,0
4,435,10,23,3,2006,15,38,0
4,102,10,5,5,2005,4,38,0
1,167,5,22,7,2013,22,30,0
4,7526,8,1,7,2010,9,0,0
6,501,4,22,5,2010,0,28,0
6,343,4,23,8,2008,18,0,0
4,80,1,13,7,2006,21,30,0
5,11182,5,25,6,2004,7,50,0
3,18150,3,22,3,2006,4,6,0
3,430,1,22,12,2004,11,30,0
1,9795,5,18,3,2013,16,0,0
7,7859,3,7,10,2007,2,15,0
1,538,8,16,3,2009,17,55,0
7,2785,1,20,4,2008,14,0,0
1,5525,1,30,10,2006,18,30,0
3,4999,8,23,8,2006,13,42,0
3,5971,4,27,12,2006,17,45,0
5,1954,10,16,7,2010,22,18,0
3,9132,8,7,4,2010,16,9,0
4,1012,4,4,4,2013,1,30,0
2,2046,2,11,1,2011,13,0,0
3,2162,5,9,7,2003,19,15,0
7,552,4,1,1,2012,2,30,0
4,203,2,2,5,2013,7,10,0
3,392,4,5,10,2011,0,1,0
5,77,10,2,5,2003,17,31,0
7,323,9,13,7,2008,23,10,0
7,4502,1,7,9,2008,13,0,0
