"day","address","location","date","month","year","hour","min","GAMBLING"
7,999,1,18,10,2009,1,30,0
2,1356,4,4,5,2010,16,29,0
2,5774,6,19,10,2010,13,0,0
1,7240,9,1,3,2004,23,0,0
3,7396,8,23,7,2003,17,8,0
5,430,1,9,3,2007,23,15,0
5,2433,3,7,3,2003,10,0,0
6,1809,10,20,4,2013,8,50,0
1,6287,4,11,7,2005,18,25,0
2,4240,1,17,3,2015,22,35,0
4,125,2,1,11,2012,0,4,0
5,9543,4,13,1,2012,19,41,0
7,672,1,24,8,2014,8,0,0
2,96,10,5,8,2014,21,53,0
2,704,2,20,3,2012,1,31,0
6,83,2,6,10,2007,18,36,0
7,4731,3,9,4,2006,19,40,0
3,13662,4,23,2,2005,4,10,0
5,125,2,6,2,2009,20,0,0
7,2303,5,19,4,2015,15,0,0
3,2453,5,31,10,2012,18,0,0
4,2954,8,27,12,2012,17,38,0
6,4988,4,19,4,2008,1,30,0
3,2835,10,15,6,2005,22,30,0
5,2548,8,12,2,2010,12,35,0
7,3307,4,23,3,2008,0,30,0
7,5412,4,16,11,2008,13,57,0
4,5625,8,31,10,2013,9,0,0
7,1291,1,24,8,2008,19,40,0
2,1950,2,30,10,2012,21,0,0
6,6072,3,22,8,2009,17,33,0
7,141,6,28,12,2014,1,30,0
4,14216,9,30,6,2011,12,45,0
4,2019,1,13,1,2005,5,20,0
4,888,8,3,5,2007,12,0,0
6,844,5,12,6,2004,20,0,0
4,2387,2,28,7,2011,22,10,0
4,2829,8,10,7,2008,20,38,0
6,10840,5,2,6,2012,22,21,0
2,554,10,18,10,2011,17,30,0
4,4478,4,15,6,2006,8,45,0
5,6282,1,16,5,2008,13,0,0
4,408,2,26,7,2012,11,53,0
4,263,1,31,10,2013,10,0,0
3,4878,2,28,7,2010,17,35,0
7,397,4,23,3,2003,10,0,0
5,7840,9,26,12,2014,8,0,0
1,3694,8,18,8,2008,0,1,0
2,1520,5,15,4,2003,19,5,0
7,2769,9,2,6,2013,23,0,0
6,4871,1,24,3,2012,9,42,0
4,497,8,30,10,2003,19,30,0
7,1991,10,8,3,2009,14,30,0
3,1416,2,1,12,2010,0,1,0
6,3317,1,10,7,2004,9,30,0
6,98,4,25,8,2007,1,10,0
1,925,2,23,6,2014,20,37,0
6,7325,7,17,4,2004,22,30,0
4,3993,3,7,4,2005,9,46,0
3,511,4,23,3,2005,15,12,0
7,979,4,27,12,2009,9,0,0
5,1012,4,6,3,2009,22,45,0
6,125,2,3,4,2004,16,34,0
1,2339,7,16,2,2009,12,0,0
5,7649,8,3,12,2010,6,30,0
2,14831,9,16,10,2007,12,5,0
7,10164,9,31,10,2004,18,41,0
3,263,1,19,5,2010,3,10,0
2,9537,5,11,11,2014,14,35,0
2,5067,4,27,5,2014,5,30,0
4,1351,8,13,12,2007,7,45,0
1,15752,4,16,2,2009,16,25,0
5,8701,1,22,10,2010,0,37,0
5,18622,3,18,9,2009,18,0,0
1,3120,7,23,1,2006,15,15,0
5,1116,2,24,8,2007,12,0,0
7,8723,1,24,3,2013,15,0,0
1,4689,5,17,2,2003,8,30,0
1,14380,8,16,5,2011,15,0,0
4,6184,3,11,3,2010,7,50,0
7,333,4,20,9,2009,4,35,0
1,7272,9,12,6,2006,20,0,0
2,644,1,17,2,2015,22,30,0
7,7148,9,25,1,2015,20,0,0
1,8609,5,3,10,2005,15,30,0
3,14182,8,28,11,2007,17,45,0
1,6077,2,12,12,2011,18,0,0
4,2998,9,7,8,2008,7,30,0
3,5430,4,24,12,2014,14,30,0
3,517,2,26,1,2005,17,18,0
5,9140,1,7,9,2007,13,5,0
1,10897,9,4,9,2006,21,0,0
2,422,9,8,2,2011,10,0,0
7,83,2,9,3,2003,19,5,0
2,559,6,9,8,2011,19,15,0
1,13182,9,18,8,2003,10,15,0
7,825,2,3,5,2015,19,30,0
1,567,5,11,5,2015,20,0,0
4,4524,5,16,11,2006,19,25,0
1,11799,9,14,11,2005,19,0,0
3,1257,5,19,10,2005,15,29,0
1,7397,4,29,3,2004,11,59,0
6,10145,3,13,3,2010,18,10,0
7,11458,3,15,11,2009,12,0,0
6,1943,2,29,6,2013,11,5,0
4,2614,8,4,9,2008,0,44,0
1,408,2,9,1,2012,15,20,0
3,501,4,21,3,2012,7,0,0
2,4672,5,26,7,2005,18,30,0
7,2539,8,6,5,2007,13,40,0
2,7347,7,7,1,2014,11,5,0
5,11000,5,14,12,2007,5,0,0
2,5139,2,4,9,2012,21,0,0
7,504,4,13,2,2011,17,40,0
3,468,2,14,7,2010,11,18,0
4,18,10,22,3,2007,23,10,0
1,8749,3,13,10,2003,3,35,0
4,5591,5,7,9,2006,13,25,0
2,621,3,8,7,2003,19,29,0
6,355,2,4,5,2013,17,0,0
3,644,1,19,9,2007,21,40,0
7,4184,8,13,8,2006,19,0,0
6,5514,2,13,3,2010,2,35,0
3,584,4,27,10,2004,17,45,0
6,13514,3,10,8,2013,22,41,0
4,710,8,22,1,2009,2,13,0
6,6420,2,27,8,2011,13,1,0
3,10372,6,19,9,2007,7,0,0
7,8302,7,1,7,2007,13,0,0
7,2779,2,24,8,2008,14,0,0
6,105,5,2,6,2007,15,0,0
2,12689,8,27,5,2014,18,34,0
1,2842,10,20,8,2007,7,49,0
7,8596,9,27,1,2008,18,25,0
3,1039,5,31,10,2012,23,0,0
7,9702,7,21,3,2004,1,40,0
7,77,10,18,5,2008,6,30,0
4,907,6,3,4,2014,11,42,0
7,11742,3,11,2,2007,9,0,0
1,1834,1,10,12,2012,8,30,0
1,7321,5,19,2,2007,13,59,0
4,3638,2,10,8,2006,21,0,0
6,5807,7,5,5,2012,2,0,0
5,2450,3,19,10,2007,17,20,0
4,4571,10,4,9,2008,23,25,0
5,4981,9,3,10,2003,18,35,0
5,9136,8,6,8,2004,12,0,0
2,3568,3,18,9,2007,1,22,0
3,125,2,14,10,2009,7,50,0
5,2907,4,7,4,2006,13,55,0
1,5257,2,27,10,2003,6,22,0
5,10207,3,11,8,2006,23,30,0
2,5331,8,18,3,2003,22,0,0
2,8706,8,21,8,2007,11,0,0
5,8330,7,23,9,2011,15,0,0
2,12222,5,23,11,2004,18,0,0
2,444,5,28,11,2006,0,1,0
7,2325,5,12,8,2012,0,51,0
3,543,1,9,7,2003,12,0,0
2,21862,5,10,6,2003,19,49,0
2,4576,6,27,11,2007,13,30,0
5,1312,7,19,11,2010,19,0,0
6,3900,5,4,6,2005,14,0,0
7,12775,2,14,3,2010,3,54,0
3,468,2,17,9,2003,9,49,0
3,4856,5,26,11,2008,9,0,0
4,125,2,30,11,2006,11,50,0
5,1650,3,11,1,2013,22,13,0
7,821,10,12,1,2003,14,38,0
7,213,4,4,6,2006,14,43,0
7,13660,8,12,7,2009,22,0,0
5,8570,3,4,6,2010,7,0,0
6,14717,6,23,8,2008,17,0,0
5,3098,5,18,6,2010,16,43,0
5,531,8,17,10,2014,23,17,0
5,7959,3,14,1,2011,9,50,0
7,12158,3,5,11,2006,20,30,0
7,6714,5,21,10,2012,0,1,0
3,182,4,14,10,2009,12,30,0
3,3783,4,29,10,2014,11,56,0
5,10766,7,2,7,2010,2,27,0
3,9916,7,28,11,2012,21,30,0
7,468,2,18,11,2012,13,7,0
2,2778,1,10,7,2007,8,15,0
5,323,9,18,10,2013,21,0,0
6,4264,1,1,1,2011,0,1,0
1,839,6,5,8,2013,12,40,0
4,13002,3,24,7,2003,12,0,0
7,1767,4,13,7,2008,18,0,0
4,2046,2,10,3,2011,9,30,0
7,16601,4,9,8,2009,22,5,0
5,125,2,28,11,2003,14,0,0
7,8268,9,31,7,2005,20,0,0
6,7198,1,29,11,2008,1,35,0
1,2084,5,21,12,2009,20,0,0
4,3535,3,13,5,2004,20,0,0
3,554,10,13,11,2013,20,10,0
2,2965,5,3,4,2007,22,0,0
3,15517,4,27,7,2011,0,30,0
5,77,10,10,7,2009,10,0,0
1,77,10,21,2,2011,9,56,0
6,3796,3,1,1,2011,15,45,0
1,3044,4,18,2,2008,10,40,0
3,221,8,19,9,2007,13,0,0
6,1360,4,15,1,2005,6,0,0
6,9777,6,3,7,2010,15,0,0
4,6079,4,26,6,2014,9,45,0
1,6151,8,15,5,2006,16,50,0
6,1306,2,6,4,2013,12,40,0
2,3550,4,4,9,2012,22,20,0
7,211,5,7,10,2012,4,40,0
6,7435,1,12,1,2008,23,45,0
1,1273,10,23,6,2003,2,10,0
7,7849,4,26,1,2014,23,0,0
5,692,4,8,8,2003,7,50,0
2,125,2,8,7,2008,11,0,0
1,97,2,7,1,2013,22,22,0
5,408,2,20,3,2015,13,12,0
5,6661,3,30,12,2011,0,10,0
3,2909,2,9,8,2006,22,10,0
1,805,4,6,1,2003,9,0,0
6,501,4,4,5,2013,16,53,0
3,5601,6,4,3,2015,15,0,0
1,8318,1,26,5,2008,21,38,0
1,3978,5,30,10,2006,9,45,0
7,6359,5,7,3,2004,19,0,0
3,9650,7,8,2,2012,10,30,0
3,4317,4,21,2,2007,15,35,0
2,957,2,15,9,2009,10,40,0
6,2907,4,10,7,2004,14,2,0
7,11716,4,11,9,2011,11,13,0
7,6396,5,14,8,2005,18,5,0
7,9033,5,27,6,2004,21,0,0
4,2252,2,23,2,2012,19,0,0
1,6845,7,2,2,2004,2,51,0
3,2077,4,3,10,2012,0,23,0
5,9739,5,31,10,2014,16,30,0
3,4295,3,14,11,2012,14,11,0
7,5784,9,11,2,2007,11,40,0
1,11404,6,18,4,2011,22,20,0
3,4974,3,10,11,2004,18,20,0
4,213,4,6,2,2003,9,45,0
1,14937,7,18,9,2006,20,0,0
3,697,8,18,3,2015,11,30,0
3,7416,3,3,4,2013,4,50,0
6,15771,8,8,5,2010,14,0,0
3,1157,2,14,11,2007,20,44,0
6,618,2,13,3,2010,17,11,0
2,1542,7,19,10,2010,18,1,0
4,3932,3,11,12,2014,18,52,0
3,10044,5,26,1,2011,20,5,0
5,10451,9,1,6,2012,8,35,0
4,12896,7,14,11,2013,18,15,0
6,2140,2,19,10,2013,3,0,0
4,8223,2,28,10,2004,22,30,0
2,21757,2,15,4,2003,13,47,0
2,15888,8,23,11,2004,19,15,0
6,1056,2,2,6,2012,0,34,0
5,13704,7,18,5,2012,7,15,0
5,10201,3,13,6,2003,4,1,0
1,3529,9,18,8,2003,19,30,0
4,4744,4,29,11,2012,1,0,0
4,358,6,5,9,2013,21,20,0
6,3451,1,1,7,2006,2,20,0
4,1943,2,17,9,2009,17,12,0
6,303,8,9,4,2005,10,55,0
2,1483,8,21,1,2014,18,20,0
4,11504,5,3,11,2005,21,0,0
1,1008,7,11,12,2006,16,3,0
3,10398,8,23,8,2006,1,0,0
2,6780,5,22,8,2006,19,25,0
6,1602,4,17,12,2011,12,0,0
1,15851,2,12,11,2012,16,0,0
5,813,6,15,7,2005,19,30,0
1,5509,2,23,11,2009,10,40,0
6,7726,2,10,1,2015,16,0,0
6,139,2,12,7,2003,11,20,0
3,343,4,29,10,2014,15,22,0
4,927,1,9,12,2004,11,4,0
3,125,2,27,5,2009,11,20,0
3,6916,4,21,9,2005,14,6,0
3,1555,2,24,12,2014,0,45,0
3,21634,9,6,4,2005,9,12,0
5,953,1,20,3,2015,19,50,0
5,6329,4,21,8,2009,3,33,0
4,5069,3,12,1,2012,16,59,0
6,7136,8,15,7,2006,22,22,0
5,256,2,28,1,2011,6,58,0
1,468,2,7,6,2004,18,0,0
4,1369,7,11,7,2013,11,20,0
3,945,6,22,1,2003,22,21,0
1,2747,5,2,2,2009,14,6,0
3,5517,7,6,4,2005,13,30,0
7,13093,4,17,5,2009,10,0,0
1,5295,6,22,8,2011,3,0,0
1,8301,4,1,10,2012,23,30,0
4,6288,4,18,4,2013,0,57,0
1,223,10,23,11,2009,2,32,0
2,6805,3,25,12,2007,16,45,0
4,11905,3,16,6,2005,21,35,0
7,359,10,5,9,2004,14,45,0
5,2744,6,12,11,2004,17,45,0
7,896,2,9,3,2014,16,35,0
6,2490,3,17,5,2008,12,30,0
3,831,4,10,7,2013,4,29,0
5,395,7,13,1,2012,14,30,0
6,125,2,28,6,2014,17,0,0
3,19618,8,14,6,2006,7,15,0
5,8406,7,4,9,2009,14,30,0
7,3461,2,9,9,2007,22,0,0
3,6186,6,31,10,2007,21,30,0
5,17646,9,26,2,2010,17,30,0
3,11883,8,2,4,2014,13,0,0
4,76,5,25,2,2010,18,0,0
6,5826,1,11,12,2004,0,5,0
7,125,2,4,7,2010,22,35,0
4,2041,10,17,9,2009,15,35,0
7,6197,5,26,1,2003,12,0,0
2,1037,8,1,6,2010,23,30,0
3,1016,4,24,8,2011,12,15,0
3,3520,8,26,11,2003,20,0,0
2,5527,5,27,7,2010,16,10,0
5,619,8,7,3,2008,18,5,0
5,3735,2,2,5,2014,20,47,0
2,9886,6,27,7,2010,0,10,0
6,2582,4,20,5,2006,19,0,0
3,601,9,12,12,2007,19,21,0
5,9786,2,31,10,2003,16,50,0
7,256,2,10,4,2011,23,57,0
4,5527,5,21,4,2005,17,16,0
5,12037,4,2,5,2014,3,23,0
5,5014,4,7,3,2014,22,33,0
7,10797,7,23,3,2014,12,34,0
1,4097,2,15,9,2008,7,6,0
5,1306,2,10,2,2012,21,36,0
7,1003,9,21,9,2008,13,0,0
7,821,10,28,7,2013,15,25,0
6,2398,2,28,6,2008,17,4,0
5,435,10,18,11,2005,23,38,0
4,2832,6,24,1,2013,5,43,0
1,4949,5,13,12,2010,19,0,0
5,15981,9,31,12,2010,15,0,0
5,7068,10,7,3,2003,9,0,0
3,3183,2,9,3,2011,10,50,0
5,277,10,29,1,2010,9,13,0
5,158,2,25,1,2008,23,3,0
4,10236,6,29,5,2008,14,0,0
7,3628,6,20,4,2008,16,0,0
7,5200,5,20,5,2012,1,12,0
5,1898,6,14,5,2004,20,0,0
1,3015,6,4,3,2013,12,45,0
3,3222,5,20,3,2013,21,49,0
3,107,8,26,7,2006,13,40,0
1,4359,8,11,10,2004,18,0,0
1,8113,6,5,1,2015,0,1,0
4,1654,8,26,7,2007,2,45,0
2,14854,9,30,10,2007,10,0,0
7,9950,4,19,5,2013,4,0,0
2,268,1,16,9,2014,1,53,0
4,4593,2,24,7,2014,23,0,0
6,4097,2,12,3,2005,8,15,0
6,283,10,13,12,2008,19,30,0
4,3987,9,29,4,2004,6,26,0
3,11451,4,10,8,2005,7,0,0
5,6070,8,18,4,2008,19,15,0
7,3619,2,13,2,2005,14,15,0
2,841,2,14,6,2005,0,1,0
5,22,10,2,11,2012,1,0,0
1,1224,1,9,1,2012,2,30,0
3,4993,5,28,11,2007,13,43,0
2,1904,2,18,2,2003,21,0,0
2,1750,6,8,3,2005,22,9,0
1,1028,3,7,1,2013,9,30,0
3,2662,2,13,12,2006,14,15,0
4,1361,5,1,4,2004,8,44,0
4,125,2,30,4,2009,9,30,0
4,2765,5,26,6,2014,5,0,0
6,2844,9,10,9,2005,15,20,0
5,2174,6,30,11,2012,21,30,0
1,4715,8,20,9,2010,15,40,0
4,408,2,19,2,2009,20,50,0
3,152,10,25,1,2012,20,18,0
1,4345,2,24,11,2003,12,30,0
5,4692,3,23,7,2004,22,15,0
3,16088,1,28,11,2007,18,0,0
2,15019,6,31,5,2011,0,1,0
1,9001,6,14,4,2014,19,0,0
6,213,4,27,12,2008,23,0,0
4,196,5,14,7,2011,3,0,0
5,3667,2,15,10,2004,20,0,0
5,1975,2,7,3,2003,7,40,0
7,10926,7,16,11,2003,18,30,0
3,1624,1,3,9,2003,15,20,0
5,896,2,12,8,2005,17,0,0
4,3141,6,15,5,2014,10,0,0
3,1042,3,11,7,2012,0,1,0
6,12260,3,8,3,2014,0,1,0
3,363,2,6,9,2006,12,5,0
4,5444,10,26,1,2012,12,0,0
4,3122,3,18,9,2014,20,0,0
7,13832,8,23,3,2008,3,0,0
3,1287,2,19,8,2009,16,31,0
7,88,2,17,11,2013,3,38,0
3,6727,6,9,7,2008,7,25,0
1,66,2,28,5,2012,0,1,0
4,7769,8,25,6,2009,10,0,0
5,5082,4,6,3,2009,18,30,0
3,133,3,19,2,2003,21,0,0
2,18066,3,28,10,2008,0,1,0
6,2842,10,1,1,2011,15,23,0
6,125,2,4,4,2009,21,0,0
4,3276,8,6,8,2009,14,0,0
2,13968,6,9,7,2013,22,12,0
1,872,2,29,11,2010,20,3,0
5,3772,4,8,3,2013,18,15,0
5,666,2,4,11,2005,11,15,0
4,710,8,10,2,2005,14,0,0
3,13015,9,30,4,2014,21,10,0
3,7501,3,30,4,2014,11,14,0
3,3762,1,17,4,2013,16,0,0
7,125,2,6,5,2007,18,0,0
7,10882,5,28,12,2003,17,0,0
3,4531,4,13,12,2006,23,41,0
1,1786,8,7,1,2008,15,25,0
1,12914,8,27,5,2013,13,0,0
3,1752,3,21,9,2011,11,18,0
3,13995,9,31,3,2004,23,12,0
7,5557,3,10,2,2008,22,1,0
2,2118,5,17,4,2007,7,40,0
4,1039,5,30,12,2010,0,48,0
7,2548,8,22,5,2005,2,40,0
2,608,2,21,1,2014,21,30,0
4,501,4,10,7,2008,22,28,0
4,664,8,15,11,2012,21,0,0
2,9351,6,12,6,2007,18,0,0
4,554,10,24,1,2013,12,4,0
7,10840,5,24,2,2008,13,37,0
4,13252,1,6,10,2011,15,25,0
4,2125,5,10,12,2009,18,30,0
3,213,4,30,5,2007,9,31,0
2,138,2,19,2,2008,23,20,0
4,6517,5,29,11,2007,8,55,0
6,102,10,29,11,2008,17,39,0
4,21822,9,20,3,2003,10,0,0
7,3299,8,8,2,2009,11,30,0
1,1664,1,27,12,2010,12,0,0
6,6012,8,17,4,2004,19,50,0
7,14958,8,6,10,2013,17,0,0
5,764,6,27,12,2013,19,30,0
2,6302,4,16,5,2006,9,8,0
4,4966,7,21,2,2013,19,0,0
4,2257,1,1,6,2006,1,0,0
6,13460,7,22,3,2014,18,0,0
6,15670,7,30,12,2006,22,0,0
6,10602,1,28,7,2012,15,0,0
2,3471,2,29,11,2005,21,15,0
2,2278,7,12,11,2013,9,29,0
5,7515,1,7,9,2007,8,45,0
2,323,9,8,3,2011,13,9,0
6,18429,7,27,8,2011,16,30,0
7,9426,3,14,7,2013,14,0,0
6,9794,7,27,3,2010,6,32,0
5,2472,8,25,1,2013,22,20,0
7,10040,4,14,1,2007,3,20,0
2,125,2,18,10,2011,10,15,0
4,19048,8,6,8,2009,12,36,0
1,464,8,15,9,2014,22,0,0
1,125,2,17,10,2005,8,0,0
2,8521,8,16,5,2006,8,0,0
1,1938,3,11,7,2005,9,50,0
6,3180,10,3,6,2006,9,34,0
5,1808,9,28,1,2005,0,1,0
1,2544,4,3,3,2003,17,30,0
6,22041,7,17,4,2004,11,30,0
2,5914,6,7,12,2004,0,13,0
7,5646,5,18,11,2012,13,0,0
4,4575,3,13,12,2012,8,27,0
7,17784,9,22,4,2012,19,0,0
2,3793,4,17,2,2009,21,17,0
4,9839,8,19,9,2013,8,0,0
6,6640,1,6,9,2014,11,0,0
1,1284,4,1,9,2003,14,0,0
5,7977,8,24,8,2012,14,25,0
1,4298,10,18,4,2005,18,42,0
6,125,2,1,7,2006,15,45,0
6,125,2,6,11,2010,15,30,0
4,366,10,26,8,2010,14,9,0
4,4935,7,6,2,2014,21,49,0
1,16713,9,7,1,2013,15,0,0
6,2732,2,27,12,2008,19,29,0
1,6661,3,5,8,2013,14,10,0
7,5332,4,14,8,2011,2,30,0
2,8814,6,29,9,2009,0,1,0
4,1273,10,13,11,2008,9,43,0
4,7390,9,21,9,2006,2,0,0
6,125,2,8,5,2010,15,25,0
1,10548,5,26,11,2007,12,10,0
6,125,2,22,5,2010,4,3,0
2,11,10,5,9,2006,13,10,0
3,3426,5,9,3,2011,17,0,0
2,2419,8,12,6,2012,17,35,0
2,125,2,28,4,2015,10,30,0
7,4355,4,10,9,2006,13,0,0
6,945,6,11,8,2007,14,8,0
5,4602,3,20,3,2015,14,45,0
2,359,10,5,4,2005,19,30,0
6,4981,9,28,7,2007,8,0,0
1,1091,10,18,4,2005,14,50,0
7,4093,2,29,12,2013,20,0,0
3,6119,5,4,4,2007,23,30,0
4,5782,5,8,8,2013,18,45,0
4,1390,5,5,3,2009,15,45,0
2,14459,8,10,12,2013,12,0,0
4,1090,4,9,1,2003,13,0,0
4,23027,8,12,6,2003,20,25,0
1,349,2,28,4,2003,3,15,0
6,105,5,2,7,2011,18,18,0
7,5383,5,17,1,2010,16,44,0
7,2222,1,21,3,2004,16,30,0
5,13167,4,19,9,2003,8,0,0
5,3151,5,19,4,2013,12,0,0
2,1228,4,3,3,2009,9,0,0
3,8302,7,22,9,2010,23,0,0
1,2889,10,8,8,2011,2,32,0
5,435,10,28,6,2013,11,15,0
6,5934,4,26,1,2013,14,7,0
2,2398,2,21,3,2006,12,0,0
1,12796,4,24,1,2005,10,0,0
4,20496,5,28,12,2006,14,30,0
5,4583,2,4,6,2010,1,0,0
7,4682,1,8,2,2009,10,0,0
4,7382,3,10,6,2004,17,0,0
3,2041,10,8,2,2012,16,45,0
3,3149,1,27,6,2007,18,15,0
4,832,4,9,7,2009,21,20,0
2,1116,2,10,6,2008,17,43,0
5,2960,4,5,3,2004,20,0,0
4,2911,10,3,11,2005,13,33,0
2,5769,7,12,5,2009,23,0,0
3,7074,4,9,2,2011,20,0,0
2,21085,8,28,11,2006,18,30,0
2,3854,4,24,12,2013,0,1,0
6,3116,1,11,9,2010,13,20,0
6,8035,6,26,3,2011,11,7,0
7,502,5,17,7,2011,20,30,0
3,4244,3,23,2,2005,12,0,0
1,9392,3,25,6,2012,19,30,0
5,478,1,28,1,2011,3,0,0
5,4939,8,22,8,2008,13,30,0
4,5431,6,2,5,2013,14,30,0
6,1226,4,8,9,2012,2,9,0
5,20454,9,2,11,2007,6,0,0
6,220,4,18,6,2011,10,32,0
1,17833,3,23,1,2006,18,58,0
4,4647,1,21,10,2010,11,15,0
2,1351,8,3,5,2011,14,45,0
4,485,2,1,10,2009,0,1,0
2,1974,1,26,11,2013,14,45,0
3,6550,7,29,10,2014,22,33,0
5,1395,6,30,5,2003,23,45,0
5,6751,3,21,5,2010,15,30,0
4,1987,6,13,5,2004,9,45,0
1,11487,9,26,6,2006,16,0,0
2,12473,3,27,5,2008,0,1,0
4,8050,3,11,12,2003,14,15,0
2,1130,2,29,4,2003,18,40,0
5,5589,8,11,7,2003,13,10,0
4,332,1,20,3,2014,13,40,0
1,125,2,4,8,2014,19,0,0
7,5560,2,26,9,2010,1,28,0
3,5464,5,21,4,2010,7,16,0
7,208,1,21,5,2006,15,30,0
6,1553,4,7,2,2015,15,8,0
5,5197,8,6,2,2015,7,14,0
7,16702,7,11,9,2005,18,0,0
4,5069,3,28,7,2011,8,55,0
5,2904,2,25,12,2009,9,50,0
4,125,2,1,5,2008,14,1,0
6,984,2,14,7,2012,15,0,0
2,601,9,3,5,2005,11,0,0
3,77,10,19,9,2012,17,55,0
2,1518,4,29,5,2012,17,0,0
5,222,5,25,7,2008,12,32,0
3,8469,8,9,8,2006,17,45,0
3,3007,8,5,3,2014,13,0,0
4,6313,3,19,4,2007,8,45,0
